family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,Micro_Lambda:lo@p40,LONG,aligned,standard,26873,1221.5,253.519,886,78.8,79.0,78.8,1.23,-464.0,6,22,13,6,5,3,0,70.6,False,none
F13,Micro_Lambda:lo@p40,LONG,counter,standard,27812,1264.18,262.377,984,81.0,81.2,81.0,1.37,-521.8,6,22,16,5,5,2,1,81.8,False,none
F13,Micro_Lambda:lo@p40,SHORT,aligned,standard,27812,1264.18,262.377,985,77.9,77.9,77.9,1.071,-396.9,3,22,14,5,4,2,1,63.6,False,none
F13,Micro_Lambda:lo@p40,SHORT,counter,standard,26873,1221.5,253.519,859,78.6,78.6,78.6,1.237,-428.6,6,22,16,6,4,3,0,76.5,False,none
F13,Micro_Lambda:lo@p30,LONG,aligned,standard,20107,913.95,189.689,796,78.1,78.3,78.1,1.186,-233.7,5,22,14,6,4,2,0,67.6,False,none
F13,Micro_Lambda:lo@p30,LONG,counter,standard,20779,944.5,196.028,878,80.8,80.9,80.8,1.387,-501.3,6,22,18,5,4,2,0,84.8,False,none
F13,Micro_Lambda:lo@p30,SHORT,aligned,standard,20779,944.5,196.028,868,77.0,77.0,77.0,1.087,-421.9,4,22,16,5,4,2,0,72.7,False,none
F13,Micro_Lambda:lo@p30,SHORT,counter,standard,20107,913.95,189.689,751,77.9,78.0,77.9,1.254,-410.7,5,22,16,6,4,2,0,73.5,False,none
F13,Micro_Lambda:lo@p20,LONG,aligned,standard,13417,609.86,126.575,660,77.3,77.4,77.3,1.227,-210.9,6,22,14,6,5,1,0,73.5,False,none
F13,Micro_Lambda:lo@p20,LONG,counter,standard,13817,628.05,130.349,705,78.9,79.1,78.9,1.358,-427.2,6,22,17,5,4,2,0,81.8,False,none
F13,Micro_Lambda:lo@p20,SHORT,aligned,standard,13817,628.05,130.349,728,76.5,76.6,76.5,1.091,-345.0,3,22,12,5,4,2,0,57.6,False,none
F13,Micro_Lambda:lo@p20,SHORT,counter,standard,13417,609.86,126.575,623,78.0,78.0,78.0,1.295,-289.8,6,22,17,6,5,1,0,82.4,False,none
F13,Micro_Lambda:lo@p10,LONG,aligned,standard,6896,313.45,65.057,407,74.9,75.1,74.9,1.121,-223.1,3,22,10,6,4,1,0,50.0,False,none
F13,Micro_Lambda:lo@p10,LONG,counter,standard,6894,313.36,65.038,422,76.5,76.7,76.5,1.179,-299.0,5,22,14,5,3,1,0,66.7,False,none
F13,Micro_Lambda:lo@p10,SHORT,aligned,standard,6894,313.36,65.038,433,76.7,76.7,76.7,1.099,-275.1,2,22,11,5,4,0,0,51.5,False,none
F13,Micro_Lambda:lo@p10,SHORT,counter,standard,6896,313.45,65.057,394,75.6,75.6,75.6,1.095,-299.2,5,22,13,6,3,1,0,61.8,False,none
F13,Micro_Lambda:lo@p5,LONG,aligned,standard,4202,191.0,39.642,238,73.1,73.4,73.1,1.123,-153.4,3,22,9,5,4,1,0,48.5,False,none
F13,Micro_Lambda:lo@p5,LONG,counter,standard,4126,187.55,38.925,260,77.3,77.6,77.3,1.061,-249.8,4,22,11,5,3,1,0,54.5,False,none
F13,Micro_Lambda:lo@p5,SHORT,aligned,standard,4126,187.55,38.925,256,78.1,78.1,78.1,1.273,-176.5,4,22,12,5,4,0,0,60.6,False,none
F13,Micro_Lambda:lo@p5,SHORT,counter,standard,4202,191.0,39.642,235,73.2,73.2,73.2,0.956,-296.3,3,22,9,5,3,0,0,45.5,False,none
F13,Micro_Lambda:lo@p3,LONG,aligned,standard,3147,143.05,29.689,131,73.3,73.8,73.3,1.192,-153.0,4,22,11,5,5,1,0,60.6,False,none
F13,Micro_Lambda:lo@p3,LONG,counter,standard,2915,132.5,27.5,144,75.0,75.0,75.0,0.889,-176.4,1,22,9,5,2,0,0,36.4,False,none
F13,Micro_Lambda:lo@p3,SHORT,aligned,standard,2915,132.5,27.5,140,81.4,81.4,81.4,1.722,-164.6,5,22,14,5,4,0,0,69.7,False,none
F13,Micro_Lambda:lo@p3,SHORT,counter,standard,3147,143.05,29.689,133,70.7,70.7,70.7,0.777,-322.1,3,22,9,5,1,0,0,39.4,False,none
F13,Micro_LogReturn:hi@p50,LONG,aligned,standard,38567,1753.05,363.84,835,83.2,83.3,83.2,1.328,-564.6,5,22,14,6,4,1,0,67.6,False,none
F13,Micro_LogReturn:hi@p50,LONG,counter,standard,35504,1613.82,334.943,900,85.1,85.3,85.1,1.402,-434.9,6,22,16,6,6,2,1,82.4,False,none
F13,Micro_LogReturn:hi@p50,SHORT,aligned,standard,35504,1613.82,334.943,1128,74.5,74.6,74.5,1.016,-500.7,3,22,11,6,3,2,1,50.0,False,none
F13,Micro_LogReturn:hi@p50,SHORT,counter,standard,38567,1753.05,363.84,1026,76.2,76.3,76.2,1.168,-647.6,5,22,14,6,5,3,0,70.6,False,none
F13,Micro_LogReturn:hi@p60,LONG,aligned,standard,27661,1257.32,260.953,791,83.8,83.9,83.8,1.308,-586.0,5,22,14,6,5,1,0,70.6,False,none
F13,Micro_LogReturn:hi@p60,LONG,counter,standard,25363,1152.86,239.274,870,85.6,85.8,85.6,1.423,-548.4,6,22,18,6,6,2,1,88.2,False,none
F13,Micro_LogReturn:hi@p60,SHORT,aligned,standard,25363,1152.86,239.274,1086,74.8,74.9,74.8,1.029,-500.7,3,22,11,6,3,2,1,50.0,False,none
F13,Micro_LogReturn:hi@p60,SHORT,counter,standard,27661,1257.32,260.953,1004,76.1,76.2,76.1,1.163,-633.0,5,22,14,6,5,2,0,70.6,False,none
F13,Micro_LogReturn:hi@p70,LONG,aligned,standard,18551,843.23,175.009,761,83.3,83.4,83.3,1.236,-645.5,5,22,14,6,3,1,0,64.7,False,none
F13,Micro_LogReturn:hi@p70,LONG,counter,standard,17048,774.91,160.83,823,86.5,86.7,86.5,1.434,-548.4,6,22,16,6,6,2,1,82.4,False,none
F13,Micro_LogReturn:hi@p70,SHORT,aligned,standard,17048,774.91,160.83,1033,74.5,74.7,74.5,1.033,-500.7,3,22,11,6,3,2,1,50.0,False,none
F13,Micro_LogReturn:hi@p70,SHORT,counter,standard,18551,843.23,175.009,962,75.7,75.8,75.7,1.152,-582.2,5,22,14,6,5,2,0,70.6,False,none
F13,Micro_LogReturn:hi@p80,LONG,aligned,standard,11542,524.64,108.887,725,83.7,83.8,83.7,1.265,-637.5,5,22,14,6,4,1,0,67.6,False,none
F13,Micro_LogReturn:hi@p80,LONG,counter,standard,10357,470.77,97.708,742,86.7,86.9,86.7,1.496,-339.4,6,22,18,6,6,2,1,88.2,False,none
F13,Micro_LogReturn:hi@p80,SHORT,aligned,standard,10357,470.77,97.708,970,75.5,75.6,75.5,1.073,-366.1,4,22,13,6,3,2,1,58.8,False,none
F13,Micro_LogReturn:hi@p80,SHORT,counter,standard,11542,524.64,108.887,908,75.7,75.8,75.7,1.164,-560.7,4,22,14,6,5,2,0,67.6,False,none
F13,Micro_LogReturn:hi@p90,LONG,aligned,standard,5645,256.59,53.255,659,83.5,83.6,83.5,1.238,-619.2,5,22,14,6,4,1,0,67.6,False,none
F13,Micro_LogReturn:hi@p90,LONG,counter,standard,4870,221.36,45.943,627,87.1,87.4,87.1,1.532,-376.7,6,22,17,6,6,2,1,85.3,False,none
F13,Micro_LogReturn:hi@p90,SHORT,aligned,standard,4870,221.36,45.943,790,76.6,76.7,76.6,1.143,-474.2,4,22,15,6,3,1,1,64.7,False,none
F13,Micro_LogReturn:hi@p90,SHORT,counter,standard,5645,256.59,53.255,799,75.2,75.4,75.2,1.159,-594.5,5,22,14,6,5,2,0,70.6,False,none
F13,Micro_LogReturn:hi@p95,LONG,aligned,standard,2894,131.55,27.302,551,82.8,82.8,82.8,1.262,-456.0,4,22,11,6,4,0,0,55.9,False,none
F13,Micro_LogReturn:hi@p95,LONG,counter,standard,2372,107.82,22.377,511,86.7,87.0,86.7,1.486,-389.7,6,22,16,6,6,2,1,82.4,False,none
F13,Micro_LogReturn:hi@p95,SHORT,aligned,standard,2372,107.82,22.377,615,75.8,75.9,75.8,1.046,-567.2,3,22,12,6,3,1,1,52.9,False,none
F13,Micro_LogReturn:hi@p95,SHORT,counter,standard,2894,131.55,27.302,672,75.7,76.0,75.7,1.179,-526.8,5,22,13,6,5,2,0,67.6,False,none
F13,Micro_LogReturn:hi@p97,LONG,aligned,standard,1830,83.18,17.264,466,81.5,81.5,81.5,1.226,-458.5,5,22,13,6,3,0,0,61.8,False,none
F13,Micro_LogReturn:hi@p97,LONG,counter,standard,1429,64.95,13.481,416,87.3,87.5,87.3,1.64,-427.9,6,22,14,6,6,1,1,76.5,False,none
F13,Micro_LogReturn:hi@p97,SHORT,aligned,standard,1429,64.95,13.481,480,75.6,75.8,75.6,1.015,-593.3,3,22,12,6,3,1,1,52.9,False,none
F13,Micro_LogReturn:hi@p97,SHORT,counter,standard,1830,83.18,17.264,549,75.6,75.9,75.6,1.209,-607.5,5,22,14,6,5,2,0,70.6,False,none
F13,Micro_LogReturn:hi@p99,LONG,aligned,standard,729,33.14,6.877,277,76.9,77.2,76.9,1.137,-681.9,4,21,10,6,2,1,0,48.5,False,none
F13,Micro_LogReturn:hi@p99,LONG,counter,standard,494,22.45,4.66,225,86.2,86.2,86.2,1.685,-459.0,5,22,17,6,6,0,0,82.4,False,none
F13,Micro_LogReturn:hi@p99,SHORT,aligned,standard,494,22.45,4.66,240,76.2,76.2,76.2,0.987,-537.5,3,22,10,6,3,0,0,47.1,False,none
F13,Micro_LogReturn:hi@p99,SHORT,counter,standard,729,33.14,6.877,320,76.9,77.1,76.9,1.339,-288.1,5,21,14,6,5,1,0,72.7,False,none
F13,Micro_LogReturn:lo@p50,LONG,aligned,standard,35380,1608.18,333.774,1029,74.8,75.0,74.8,1.087,-498.2,5,22,13,6,3,2,0,61.8,False,none
F13,Micro_LogReturn:lo@p50,LONG,counter,standard,38563,1752.86,363.802,1152,80.1,80.2,80.1,1.362,-395.4,6,22,16,6,5,3,1,79.4,False,none
F13,Micro_LogReturn:lo@p50,SHORT,aligned,standard,38563,1752.86,363.802,909,83.3,83.5,83.3,1.101,-423.2,4,22,12,6,3,4,1,55.9,False,none
F13,Micro_LogReturn:lo@p50,SHORT,counter,standard,35380,1608.18,333.774,761,81.6,82.0,81.6,1.19,-600.2,5,22,15,6,5,4,0,73.5,False,none
F13,Micro_LogReturn:lo@p40,LONG,aligned,standard,24650,1120.45,232.547,1003,74.5,74.6,74.5,1.078,-545.1,5,22,13,6,3,2,0,61.8,False,none
F13,Micro_LogReturn:lo@p40,LONG,counter,standard,28396,1290.73,267.887,1121,80.3,80.3,80.3,1.366,-413.5,6,22,16,6,5,3,1,79.4,False,none
F13,Micro_LogReturn:lo@p40,SHORT,aligned,standard,28396,1290.73,267.887,889,83.6,83.8,83.6,1.091,-423.2,4,22,12,6,4,4,1,58.8,False,none
F13,Micro_LogReturn:lo@p40,SHORT,counter,standard,24650,1120.45,232.547,735,82.2,82.6,82.2,1.177,-621.5,5,22,13,6,6,4,0,70.6,False,none
F13,Micro_LogReturn:lo@p30,LONG,aligned,standard,15954,725.18,150.509,949,73.7,73.8,73.7,1.011,-586.9,4,22,11,6,3,2,0,52.9,False,none
F13,Micro_LogReturn:lo@p30,LONG,counter,standard,19720,896.36,186.038,1071,80.2,80.2,80.2,1.357,-413.5,6,22,16,6,5,3,1,79.4,False,none
F13,Micro_LogReturn:lo@p30,SHORT,aligned,standard,19720,896.36,186.038,849,84.2,84.5,84.2,1.111,-423.2,4,22,13,6,5,4,1,64.7,False,none
F13,Micro_LogReturn:lo@p30,SHORT,counter,standard,15954,725.18,150.509,685,83.6,84.1,83.6,1.198,-693.7,4,22,13,6,5,4,0,64.7,False,none
F13,Micro_LogReturn:lo@p20,LONG,aligned,standard,9416,428.0,88.83,875,74.4,74.6,74.4,1.029,-529.2,4,22,11,6,3,2,0,52.9,False,none
F13,Micro_LogReturn:lo@p20,LONG,counter,standard,12443,565.59,117.387,993,80.3,80.2,80.3,1.35,-300.8,6,22,16,6,5,2,1,79.4,False,none
F13,Micro_LogReturn:lo@p20,SHORT,aligned,standard,12443,565.59,117.387,787,82.8,83.1,82.8,1.03,-423.2,4,22,12,6,4,4,1,58.8,False,none
F13,Micro_LogReturn:lo@p20,SHORT,counter,standard,9416,428.0,88.83,641,82.2,82.7,82.2,1.113,-899.2,4,22,12,6,5,4,0,61.8,False,none
F13,Micro_LogReturn:lo@p10,LONG,aligned,standard,4298,195.36,40.547,730,74.1,74.3,74.1,1.018,-528.2,4,22,12,6,3,2,0,55.9,False,none
F13,Micro_LogReturn:lo@p10,LONG,counter,standard,6171,280.5,58.217,853,80.1,80.0,80.1,1.311,-435.8,6,22,15,6,5,2,1,76.5,False,none
F13,Micro_LogReturn:lo@p10,SHORT,aligned,standard,6171,280.5,58.217,705,82.4,82.8,82.4,1.002,-623.3,3,22,9,6,3,3,1,44.1,False,none
F13,Micro_LogReturn:lo@p10,SHORT,counter,standard,4298,195.36,40.547,565,82.7,82.9,82.7,1.151,-835.7,4,22,12,6,5,2,0,61.8,False,none
F13,Micro_LogReturn:lo@p5,LONG,aligned,standard,2132,96.91,20.113,586,75.6,75.9,75.6,1.077,-425.8,5,22,12,5,3,2,0,60.6,False,none
F13,Micro_LogReturn:lo@p5,LONG,counter,standard,3231,146.86,30.481,702,79.8,79.7,79.8,1.276,-346.4,6,22,15,6,5,2,1,76.5,False,none
F13,Micro_LogReturn:lo@p5,SHORT,aligned,standard,3231,146.86,30.481,590,82.0,82.3,82.0,0.979,-604.5,3,22,11,6,4,2,1,52.9,False,none
F13,Micro_LogReturn:lo@p5,SHORT,counter,standard,2132,96.91,20.113,475,82.1,82.1,82.1,1.159,-397.1,4,22,14,5,4,0,0,66.7,False,none
F13,Micro_LogReturn:lo@p3,LONG,aligned,standard,1276,58.0,12.038,481,78.2,78.3,78.2,1.229,-519.8,5,22,13,5,4,1,0,66.7,False,none
F13,Micro_LogReturn:lo@p3,LONG,counter,standard,2018,91.73,19.038,576,79.5,79.4,79.5,1.252,-320.8,5,22,14,6,4,2,1,67.6,False,none
F13,Micro_LogReturn:lo@p3,SHORT,aligned,standard,2018,91.73,19.038,488,81.6,81.7,81.6,0.964,-461.1,3,22,9,6,4,1,0,47.1,False,none
F13,Micro_LogReturn:lo@p3,SHORT,counter,standard,1276,58.0,12.038,388,82.0,82.0,82.0,1.1,-540.4,2,22,14,5,3,0,0,57.6,False,none
F13,Micro_LogReturn:lo@p1,LONG,aligned,standard,456,20.73,4.302,232,75.9,76.2,75.9,1.044,-323.2,3,22,12,5,3,1,0,54.5,False,none
F13,Micro_LogReturn:lo@p1,LONG,counter,standard,785,35.68,7.406,324,78.4,78.3,78.4,1.2,-269.0,5,22,16,6,4,1,1,73.5,False,none
F13,Micro_LogReturn:lo@p1,SHORT,aligned,standard,785,35.68,7.406,299,78.9,79.2,78.9,0.859,-348.5,2,22,12,6,3,1,0,50.0,False,none
F13,Micro_LogReturn:lo@p1,SHORT,counter,standard,456,20.73,4.302,208,82.7,82.7,82.7,1.258,-280.0,6,22,15,5,4,0,0,75.8,False,none
