family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,KAMA_Slope:hi@p80,LONG,aligned,standard,22652,1029.64,213.698,805,79.6,79.8,79.6,1.172,-434.8,6,22,15,6,3,2,0,70.6,False,none
F13,KAMA_Slope:hi@p80,LONG,counter,standard,967,43.95,9.123,98,83.7,83.7,83.7,1.359,-306.0,4,21,13,5,3,0,0,62.5,False,none
F13,KAMA_Slope:hi@p80,SHORT,aligned,standard,967,43.95,9.123,85,71.8,71.8,71.8,0.732,-354.0,1,21,10,5,1,0,0,37.5,False,none
F13,KAMA_Slope:hi@p80,SHORT,counter,standard,22652,1029.64,213.698,824,77.8,78.0,77.8,1.202,-476.5,5,22,16,6,4,3,0,73.5,False,none
F13,KAMA_Slope:hi@p90,LONG,aligned,standard,10646,483.91,100.434,623,79.8,80.0,79.8,1.11,-659.9,4,22,14,6,3,2,0,61.8,False,none
F13,KAMA_Slope:hi@p90,LONG,counter,standard,259,11.77,2.443,37,83.8,83.8,83.8,1.379,-153.0,5,15,10,5,3,0,0,69.2,False,none
F13,KAMA_Slope:hi@p90,SHORT,aligned,standard,259,11.77,2.443,34,67.6,67.6,67.6,0.462,-306.0,2,15,8,5,2,0,0,46.2,False,none
F13,KAMA_Slope:hi@p90,SHORT,counter,standard,10646,483.91,100.434,622,79.3,79.5,79.3,1.342,-468.0,5,22,16,6,6,3,0,79.4,False,none
F13,KAMA_Slope:hi@p95,LONG,aligned,standard,5407,245.77,51.009,446,78.5,78.8,78.5,0.996,-596.7,2,22,10,6,2,2,0,41.2,False,none
F13,KAMA_Slope:hi@p95,LONG,counter,standard,97,4.41,0.915,12,91.7,91.7,91.7,2.21,-32.1,3,7,6,4,4,0,0,86.7,False,surface
F13,KAMA_Slope:hi@p95,SHORT,aligned,standard,97,4.41,0.915,12,66.7,66.7,66.7,1.138,-153.0,2,7,4,4,3,0,0,60.0,False,none
F13,KAMA_Slope:hi@p95,SHORT,counter,standard,5407,245.77,51.009,438,78.8,78.9,78.8,1.392,-426.4,5,22,15,6,6,1,0,76.5,False,none
F13,KAMA_Slope:hi@p97,LONG,aligned,standard,3304,150.18,31.17,343,79.3,79.5,79.3,1.139,-477.2,5,22,14,5,3,1,0,66.7,False,none
F13,KAMA_Slope:hi@p97,LONG,counter,standard,56,2.55,0.528,4,75.0,75.0,75.0,1.052,-32.1,1,2,1,2,1,0,0,50.0,False,none
F13,KAMA_Slope:hi@p97,SHORT,aligned,standard,56,2.55,0.528,3,66.7,66.7,66.7,2.029,40.1,2,2,2,2,2,0,0,100.0,False,none
F13,KAMA_Slope:hi@p97,SHORT,counter,standard,3304,150.18,31.17,321,77.9,78.1,77.9,1.367,-397.1,6,22,15,5,4,1,0,75.8,False,none
F13,KAMA_Slope:hi@p99,LONG,aligned,standard,1325,60.23,12.5,200,75.0,75.0,75.0,0.939,-264.0,2,20,11,5,2,0,0,48.4,False,none
F13,KAMA_Slope:hi@p99,LONG,counter,standard,42,1.91,0.396,1,100.0,100.0,100.0,999.0,42.0,1,1,1,1,1,0,0,100.0,True,STAR
F13,KAMA_Slope:hi@p99,SHORT,aligned,standard,42,1.91,0.396,1,0.0,0.0,0.0,0.0,-153.0,0,1,0,1,0,0,0,0.0,False,none
F13,KAMA_Slope:hi@p99,SHORT,counter,standard,1325,60.23,12.5,183,78.7,78.7,78.7,1.697,-356.6,5,20,13,5,5,0,0,74.2,False,none
F13,KAMA_Slope:lo@p50,LONG,aligned,standard,13858,629.91,130.736,277,79.4,79.7,79.4,1.284,-351.4,4,21,13,5,5,1,0,68.8,False,none
F13,KAMA_Slope:lo@p50,LONG,counter,standard,63509,2886.77,599.142,1177,80.9,80.9,80.9,1.301,-428.6,6,22,16,6,6,5,1,82.4,False,none
F13,KAMA_Slope:lo@p50,SHORT,aligned,standard,63509,2886.77,599.142,1141,78.4,78.5,78.4,1.073,-457.3,4,22,12,6,3,4,1,55.9,False,none
F13,KAMA_Slope:lo@p50,SHORT,counter,standard,13858,629.91,130.736,261,81.6,81.6,81.6,1.145,-411.1,3,21,11,5,1,0,0,46.9,False,none
F13,KAMA_Slope:lo@p40,LONG,aligned,standard,5172,235.09,48.792,208,81.7,81.7,81.7,1.516,-157.1,5,21,15,5,5,0,0,78.1,False,none
F13,KAMA_Slope:lo@p40,LONG,counter,standard,49833,2265.14,470.123,1107,80.9,81.0,80.9,1.272,-428.6,6,22,15,6,6,4,1,79.4,False,none
F13,KAMA_Slope:lo@p40,SHORT,aligned,standard,49833,2265.14,470.123,1090,78.3,78.5,78.3,1.068,-479.2,4,22,10,6,4,4,1,52.9,False,none
F13,KAMA_Slope:lo@p40,SHORT,counter,standard,5172,235.09,48.792,188,79.8,80.2,79.8,1.161,-460.8,2,21,11,5,1,1,0,43.8,False,none
F13,KAMA_Slope:lo@p30,LONG,aligned,standard,1803,81.95,17.009,128,82.0,82.0,82.0,1.603,-153.0,4,21,15,5,4,0,0,71.9,False,none
F13,KAMA_Slope:lo@p30,LONG,counter,standard,35569,1616.77,335.557,982,80.5,80.5,80.5,1.289,-431.9,6,22,16,6,6,3,1,82.4,False,none
F13,KAMA_Slope:lo@p30,SHORT,aligned,standard,35569,1616.77,335.557,946,78.5,78.9,78.5,1.076,-474.3,4,22,10,6,3,5,1,50.0,False,none
F13,KAMA_Slope:lo@p30,SHORT,counter,standard,1803,81.95,17.009,121,82.6,82.6,82.6,1.311,-306.0,4,21,13,5,2,0,0,59.4,False,none
F13,KAMA_Slope:lo@p20,LONG,aligned,standard,518,23.55,4.887,59,78.0,78.0,78.0,1.32,-115.1,2,19,10,5,3,0,0,50.0,False,none
F13,KAMA_Slope:lo@p20,LONG,counter,standard,22296,1013.45,210.34,809,81.1,81.1,81.1,1.314,-423.2,6,22,14,6,6,1,1,76.5,False,none
F13,KAMA_Slope:lo@p20,SHORT,aligned,standard,22296,1013.45,210.34,807,78.6,78.6,78.6,1.056,-391.9,2,22,10,6,3,2,1,44.1,False,none
F13,KAMA_Slope:lo@p20,SHORT,counter,standard,518,23.55,4.887,60,81.7,81.7,81.7,1.163,-153.0,4,19,14,5,3,0,0,70.0,False,none
F13,KAMA_Slope:lo@p10,LONG,aligned,standard,122,5.55,1.151,20,80.0,80.0,80.0,1.42,-115.1,4,12,9,5,4,0,0,73.9,False,none
F13,KAMA_Slope:lo@p10,LONG,counter,standard,10576,480.73,99.774,582,81.3,81.2,81.3,1.389,-597.2,5,22,15,6,6,1,1,76.5,False,none
F13,KAMA_Slope:lo@p10,SHORT,aligned,standard,10576,480.73,99.774,591,78.0,78.1,78.0,0.971,-459.7,2,22,9,6,3,1,1,41.2,False,none
F13,KAMA_Slope:lo@p10,SHORT,counter,standard,122,5.55,1.151,24,87.5,87.5,87.5,2.237,-153.0,5,12,10,5,3,0,0,78.3,False,none
F13,KAMA_Slope:lo@p5,LONG,aligned,standard,34,1.55,0.321,8,75.0,75.0,75.0,1.043,-93.1,1,5,3,3,1,0,0,45.5,False,none
F13,KAMA_Slope:lo@p5,LONG,counter,standard,5427,246.68,51.198,407,80.8,80.8,80.8,1.395,-566.6,5,22,17,6,6,1,1,82.4,False,none
F13,KAMA_Slope:lo@p5,SHORT,aligned,standard,5427,246.68,51.198,421,81.0,81.2,81.0,1.106,-368.3,3,22,12,6,4,1,1,55.9,False,none
F13,KAMA_Slope:lo@p5,SHORT,counter,standard,34,1.55,0.321,9,100.0,100.0,100.0,999.0,12.0,3,5,5,3,3,0,0,100.0,True,STAR
F13,KAMA_Slope:lo@p3,LONG,counter,standard,3390,154.09,31.981,320,79.7,79.6,79.7,1.251,-495.0,3,22,13,6,5,1,1,61.8,False,none
F13,KAMA_Slope:lo@p3,SHORT,aligned,standard,3390,154.09,31.981,331,79.2,79.4,79.2,0.969,-289.8,3,22,11,6,4,1,1,52.9,False,none
F13,KAMA_Slope:lo@p3,SHORT,counter,standard,20,0.91,0.189,6,100.0,100.0,100.0,999.0,42.0,2,2,2,2,2,0,0,100.0,False,surface
F13,KAMA_Slope:lo@p1,LONG,counter,standard,1458,66.27,13.755,174,76.4,76.3,76.4,1.023,-293.6,4,22,13,5,3,1,1,60.6,False,none
F13,KAMA_Slope:lo@p1,SHORT,aligned,standard,1458,66.27,13.755,179,77.1,77.5,77.1,0.926,-306.0,2,22,11,5,1,1,1,42.4,False,none
F13,KAMA_Slope:lo@p1,SHORT,counter,standard,18,0.82,0.17,5,100.0,100.0,100.0,999.0,42.0,2,2,2,2,2,0,0,100.0,False,surface
F13,Lower_Wick:hi@p50,LONG,aligned,standard,25851,1175.05,243.877,1060,78.9,79.0,78.9,1.217,-551.5,5,22,13,6,4,2,0,64.7,False,none
F13,Lower_Wick:hi@p50,LONG,counter,standard,28562,1298.27,269.453,1158,82.5,82.5,82.5,1.443,-456.0,6,22,20,6,6,4,1,94.1,False,none
F13,Lower_Wick:hi@p50,SHORT,aligned,standard,28562,1298.27,269.453,1153,78.5,78.7,78.5,1.071,-436.3,4,22,10,6,3,4,1,50.0,False,none
F13,Lower_Wick:hi@p50,SHORT,counter,standard,25851,1175.05,243.877,1078,78.8,79.1,78.8,1.246,-595.8,6,22,14,6,4,3,0,70.6,False,none
F13,Lower_Wick:hi@p60,LONG,aligned,standard,19933,906.05,188.047,1016,78.2,78.4,78.2,1.182,-446.4,4,22,14,6,4,2,0,64.7,False,none
F13,Lower_Wick:hi@p60,LONG,counter,standard,22276,1012.55,210.151,1126,81.9,81.9,81.9,1.384,-468.5,6,22,19,6,6,3,1,91.2,False,none
F13,Lower_Wick:hi@p60,SHORT,aligned,standard,22276,1012.55,210.151,1125,78.8,78.9,78.8,1.102,-436.3,4,22,12,6,4,3,1,58.8,False,none
F13,Lower_Wick:hi@p60,SHORT,counter,standard,19933,906.05,188.047,1031,78.7,78.9,78.7,1.263,-894.4,6,22,13,6,4,3,0,67.6,False,none
F13,Lower_Wick:hi@p70,LONG,aligned,standard,14271,648.68,134.632,977,77.9,78.0,77.9,1.13,-447.5,4,22,13,6,4,1,0,61.8,False,none
F13,Lower_Wick:hi@p70,LONG,counter,standard,16283,740.14,153.613,1070,82.0,82.0,82.0,1.38,-468.5,6,22,17,6,6,3,1,85.3,False,none
F13,Lower_Wick:hi@p70,SHORT,aligned,standard,16283,740.14,153.613,1070,78.7,78.9,78.7,1.084,-515.9,4,22,10,6,4,4,1,52.9,False,none
F13,Lower_Wick:hi@p70,SHORT,counter,standard,14271,648.68,134.632,1015,79.7,79.9,79.7,1.334,-884.7,6,22,17,6,5,2,0,82.4,False,none
F13,Lower_Wick:hi@p80,LONG,aligned,standard,9366,425.73,88.358,926,77.8,77.8,77.8,1.126,-522.5,5,22,12,6,4,1,0,61.8,False,none
F13,Lower_Wick:hi@p80,LONG,counter,standard,10841,492.77,102.274,985,81.0,81.1,81.0,1.287,-320.9,6,22,17,6,5,3,1,82.4,False,none
F13,Lower_Wick:hi@p80,SHORT,aligned,standard,10841,492.77,102.274,1014,80.3,80.6,80.3,1.129,-553.0,6,22,13,6,4,4,1,67.6,False,none
F13,Lower_Wick:hi@p80,SHORT,counter,standard,9366,425.73,88.358,970,79.6,79.8,79.6,1.321,-704.1,6,22,16,6,6,2,0,82.4,False,none
F13,Lower_Wick:hi@p90,LONG,aligned,standard,4708,214.0,44.415,815,79.8,80.0,79.8,1.22,-488.1,5,22,14,6,4,2,0,67.6,False,none
F13,Lower_Wick:hi@p90,LONG,counter,standard,5486,249.36,51.755,840,81.1,81.1,81.1,1.277,-432.7,6,22,16,6,6,3,1,82.4,False,none
F13,Lower_Wick:hi@p90,SHORT,aligned,standard,5486,249.36,51.755,869,78.7,79.0,78.7,1.078,-306.0,4,22,13,6,4,3,1,61.8,False,none
F13,Lower_Wick:hi@p90,SHORT,counter,standard,4708,214.0,44.415,799,79.5,79.6,79.5,1.325,-545.8,5,22,14,6,6,1,0,73.5,False,none
F13,Lower_Wick:hi@p95,LONG,aligned,standard,2480,112.73,23.396,646,77.4,77.6,77.4,1.009,-524.7,3,22,10,6,2,2,0,44.1,False,none
F13,Lower_Wick:hi@p95,LONG,counter,standard,2767,125.77,26.104,649,80.4,80.5,80.4,1.198,-429.5,5,22,13,6,4,3,1,64.7,False,none
F13,Lower_Wick:hi@p95,SHORT,aligned,standard,2767,125.77,26.104,655,79.8,80.1,79.8,1.205,-320.0,4,22,11,6,4,2,0,55.9,False,none
F13,Lower_Wick:hi@p95,SHORT,counter,standard,2480,112.73,23.396,639,80.1,80.1,80.1,1.347,-505.1,6,22,16,6,5,0,0,79.4,False,none
F13,Lower_Wick:hi@p97,LONG,aligned,standard,1597,72.59,15.066,525,76.6,76.9,76.6,0.957,-524.7,3,22,10,6,2,2,0,44.1,False,none
F13,Lower_Wick:hi@p97,LONG,counter,standard,1714,77.91,16.17,514,79.8,79.8,79.8,1.172,-409.3,5,22,13,6,4,3,1,64.7,False,none
F13,Lower_Wick:hi@p97,SHORT,aligned,standard,1714,77.91,16.17,508,81.3,81.6,81.3,1.246,-359.6,5,22,11,6,4,2,1,58.8,False,none
F13,Lower_Wick:hi@p97,SHORT,counter,standard,1597,72.59,15.066,507,82.1,82.1,82.1,1.477,-456.8,6,22,16,6,6,0,0,82.4,False,none
F13,Lower_Wick:hi@p99,LONG,aligned,standard,633,28.77,5.972,273,72.9,72.9,72.9,0.787,-375.6,2,22,8,6,2,0,0,35.3,False,none
F13,Lower_Wick:hi@p99,LONG,counter,standard,682,31.0,6.434,272,81.2,81.1,81.2,1.422,-306.0,5,22,13,6,5,2,1,67.6,False,none
F13,Lower_Wick:hi@p99,SHORT,aligned,standard,682,31.0,6.434,266,77.8,78.1,77.8,1.069,-499.2,3,22,10,6,2,1,0,44.1,False,none
F13,Lower_Wick:hi@p99,SHORT,counter,standard,633,28.77,5.972,261,82.0,82.0,82.0,1.643,-391.3,6,22,16,6,6,0,0,82.4,False,none
F13,Lower_Wick:lo@p50,LONG,aligned,standard,46926,2133.0,442.698,608,79.9,80.3,79.9,1.252,-365.0,5,22,15,6,5,3,0,73.5,False,none
F13,Lower_Wick:lo@p50,LONG,counter,standard,44027,2001.23,415.349,713,80.8,80.9,80.8,1.259,-544.4,6,22,12,6,5,1,1,67.6,False,none
F13,Lower_Wick:lo@p50,SHORT,aligned,standard,44027,2001.23,415.349,695,79.6,79.5,79.6,1.176,-349.5,5,22,15,6,5,1,1,73.5,False,none
F13,Lower_Wick:lo@p50,SHORT,counter,standard,46926,2133.0,442.698,628,79.0,79.1,79.0,1.209,-437.9,4,22,12,6,5,1,0,61.8,False,none
F13,Lower_Wick:lo@p40,LONG,aligned,standard,38424,1746.55,362.491,510,80.2,80.5,80.2,1.27,-301.3,5,22,15,6,5,2,0,73.5,False,none
F13,Lower_Wick:lo@p40,LONG,counter,standard,35785,1626.59,337.594,605,80.3,80.5,80.3,1.18,-445.8,4,22,10,6,5,1,0,55.9,False,none
F13,Lower_Wick:lo@p40,SHORT,aligned,standard,35785,1626.59,337.594,602,80.7,80.7,80.7,1.274,-491.5,5,22,16,6,5,1,0,76.5,False,none
F13,Lower_Wick:lo@p40,SHORT,counter,standard,38424,1746.55,362.491,533,79.4,79.5,79.4,1.246,-387.9,4,22,13,6,6,1,0,67.6,False,none
F13,Lower_Wick:lo@p30,LONG,aligned,standard,27687,1258.5,261.198,413,82.3,82.7,82.3,1.369,-289.2,4,22,15,6,5,2,0,70.6,False,none
F13,Lower_Wick:lo@p30,LONG,counter,standard,25550,1161.36,241.038,486,80.5,80.5,80.5,1.146,-474.3,4,22,11,6,4,0,0,55.9,False,none
F13,Lower_Wick:lo@p30,SHORT,aligned,standard,25550,1161.36,241.038,477,81.8,81.8,81.8,1.379,-426.3,6,22,15,6,6,0,0,79.4,False,none
F13,Lower_Wick:lo@p30,SHORT,counter,standard,27687,1258.5,261.198,436,80.3,80.5,80.3,1.244,-354.6,4,22,13,6,6,1,0,67.6,False,none
F13,Lower_Wick:lo@p20,LONG,aligned,standard,18048,820.36,170.264,327,83.5,84.0,83.5,1.442,-242.2,6,22,13,5,3,2,0,66.7,False,none
F13,Lower_Wick:lo@p20,LONG,counter,standard,16503,750.14,155.689,370,77.8,77.8,77.8,0.961,-474.3,4,22,9,6,3,0,0,47.1,False,none
F13,Lower_Wick:lo@p20,SHORT,aligned,standard,16503,750.14,155.689,374,83.4,83.4,83.4,1.541,-572.3,5,22,16,6,6,0,0,79.4,False,none
F13,Lower_Wick:lo@p20,SHORT,counter,standard,18048,820.36,170.264,337,80.4,80.7,80.4,1.27,-367.5,6,22,16,5,4,1,0,78.8,False,none
F13,Lower_Wick:lo@p10,LONG,aligned,standard,530,24.09,5.0,28,78.6,78.6,78.6,1.603,-256.8,2,4,2,3,2,0,0,66.7,False,none
F13,Lower_Wick:lo@p10,LONG,counter,standard,634,28.82,5.981,34,79.4,79.4,79.4,1.09,-324.4,1,4,3,3,2,0,0,66.7,False,none
F13,Lower_Wick:lo@p10,SHORT,aligned,standard,634,28.82,5.981,36,86.1,86.1,86.1,1.217,-102.1,2,4,3,3,2,0,0,77.8,False,none
F13,Lower_Wick:lo@p10,SHORT,counter,standard,530,24.09,5.0,28,82.1,82.1,82.1,1.203,-53.4,2,4,2,3,2,0,0,66.7,False,none
F13,Micro_Amihud:hi@p50,LONG,aligned,standard,45478,2067.18,429.038,755,79.6,79.7,79.6,1.195,-576.8,5,22,13,6,3,1,0,61.8,False,none
F13,Micro_Amihud:hi@p50,LONG,counter,standard,43735,1987.95,412.594,879,80.5,80.5,80.5,1.253,-431.6,5,22,14,6,5,3,1,70.6,False,none
F13,Micro_Amihud:hi@p50,SHORT,aligned,standard,43735,1987.95,412.594,854,79.3,79.5,79.3,1.011,-700.1,3,22,11,6,3,4,1,50.0,False,none
F13,Micro_Amihud:hi@p50,SHORT,counter,standard,45478,2067.18,429.038,844,77.8,78.0,77.8,1.102,-593.6,4,22,13,6,3,3,0,58.8,False,none
F13,Micro_Amihud:hi@p60,LONG,aligned,standard,38942,1770.09,367.377,675,78.8,79.2,78.8,1.149,-737.5,5,22,15,6,3,3,0,67.6,False,none
F13,Micro_Amihud:hi@p60,LONG,counter,standard,36892,1676.91,348.038,744,80.2,80.2,80.2,1.197,-412.1,4,22,14,6,5,2,1,67.6,False,none
F13,Micro_Amihud:hi@p60,SHORT,aligned,standard,36892,1676.91,348.038,748,79.5,79.7,79.5,0.975,-796.6,3,22,11,6,3,3,1,50.0,False,none
F13,Micro_Amihud:hi@p60,SHORT,counter,standard,38942,1770.09,367.377,708,77.1,77.2,77.1,1.078,-681.1,2,22,15,6,4,2,0,61.8,False,none
F13,Micro_Amihud:hi@p70,LONG,aligned,standard,31816,1446.18,300.151,572,77.1,77.5,77.1,1.119,-504.9,5,22,12,6,2,3,0,55.9,False,none
F13,Micro_Amihud:hi@p70,LONG,counter,standard,29972,1362.36,282.755,597,80.2,80.2,80.2,1.214,-426.5,4,22,12,6,5,2,1,61.8,False,none
F13,Micro_Amihud:hi@p70,SHORT,aligned,standard,29972,1362.36,282.755,577,79.5,79.8,79.5,1.032,-636.9,4,22,12,6,4,2,0,58.8,False,none
F13,Micro_Amihud:hi@p70,SHORT,counter,standard,31816,1446.18,300.151,586,77.8,77.9,77.8,1.099,-497.5,4,22,13,6,3,1,0,58.8,False,none
F13,Micro_Amihud:hi@p80,LONG,aligned,standard,24329,1105.86,229.519,413,74.8,75.4,74.8,1.056,-446.6,5,22,12,6,2,3,0,55.9,False,none
F13,Micro_Amihud:hi@p80,LONG,counter,standard,22550,1025.0,212.736,414,78.3,78.2,78.3,1.163,-295.8,4,22,10,6,4,2,1,52.9,False,none
F13,Micro_Amihud:hi@p80,SHORT,aligned,standard,22550,1025.0,212.736,395,80.8,81.2,80.8,1.152,-405.2,4,22,17,6,4,2,0,73.5,False,none
F13,Micro_Amihud:hi@p80,SHORT,counter,standard,24329,1105.86,229.519,437,79.9,79.9,79.9,1.366,-444.3,5,22,15,6,5,0,0,73.5,False,none
F13,Micro_Amihud:hi@p90,LONG,aligned,standard,15610,709.55,147.264,256,75.0,75.6,75.0,1.053,-467.9,5,22,11,6,4,2,0,58.8,False,none
F13,Micro_Amihud:hi@p90,LONG,counter,standard,14237,647.14,134.311,215,77.7,77.6,77.7,1.07,-323.4,3,22,11,6,5,1,1,55.9,False,none
F13,Micro_Amihud:hi@p90,SHORT,aligned,standard,14237,647.14,134.311,209,78.0,78.4,78.0,0.99,-306.0,3,22,12,6,3,1,0,52.9,False,none
F13,Micro_Amihud:hi@p90,SHORT,counter,standard,15610,709.55,147.264,270,80.4,80.7,80.4,1.344,-392.5,4,22,16,6,6,1,0,76.5,False,none
F13,Micro_Amihud:hi@p95,LONG,aligned,standard,10145,461.14,95.708,136,77.9,77.9,77.9,1.283,-302.5,6,21,11,6,4,0,0,63.6,False,none
F13,Micro_Amihud:hi@p95,LONG,counter,standard,9236,419.82,87.132,111,79.3,79.1,79.3,1.235,-375.0,4,22,12,6,5,1,0,61.8,False,none
F13,Micro_Amihud:hi@p95,SHORT,aligned,standard,9236,419.82,87.132,111,71.2,72.5,71.2,0.724,-372.2,1,22,10,6,2,2,0,38.2,False,none
F13,Micro_Amihud:hi@p95,SHORT,counter,standard,10145,461.14,95.708,150,78.7,78.7,78.7,1.248,-392.5,5,21,13,6,5,0,0,69.7,False,none
F13,Micro_Amihud:hi@p97,LONG,aligned,standard,7428,337.64,70.075,96,79.2,79.2,79.2,1.366,-306.0,5,21,13,6,5,0,0,69.7,False,none
F13,Micro_Amihud:hi@p97,LONG,counter,standard,6682,303.73,63.038,61,77.0,77.0,77.0,1.23,-264.0,3,20,13,6,5,0,0,67.7,False,none
F13,Micro_Amihud:hi@p97,SHORT,aligned,standard,6682,303.73,63.038,61,70.5,70.5,70.5,0.657,-306.0,2,20,11,6,2,0,0,48.4,False,none
F13,Micro_Amihud:hi@p97,SHORT,counter,standard,7428,337.64,70.075,103,77.7,77.7,77.7,1.287,-306.0,5,21,13,6,6,0,0,72.7,False,none
F13,Micro_Amihud:hi@p99,LONG,aligned,standard,3844,174.73,36.264,52,73.1,73.1,73.1,1.086,-153.0,3,17,11,6,3,0,0,60.7,False,none
F13,Micro_Amihud:hi@p99,LONG,counter,standard,3481,158.23,32.84,24,75.0,75.0,75.0,1.244,-153.0,2,15,9,6,5,0,0,61.5,False,none
F13,Micro_Amihud:hi@p99,SHORT,aligned,standard,3481,158.23,32.84,26,84.6,84.6,84.6,1.485,-288.3,4,15,12,6,3,0,0,73.1,False,none
F13,Micro_Amihud:hi@p99,SHORT,counter,standard,3844,174.73,36.264,54,74.1,74.1,74.1,0.935,-306.0,3,17,11,6,4,0,0,64.3,False,none
F13,Micro_Amihud:lo@p50,LONG,aligned,standard,31049,1411.32,292.915,904,77.5,77.8,77.5,1.045,-382.7,4,22,11,6,4,3,0,55.9,False,none
F13,Micro_Amihud:lo@p50,LONG,counter,standard,32699,1486.32,308.481,1016,80.9,81.0,80.9,1.312,-625.3,6,22,16,6,6,3,1,82.4,False,none
F13,Micro_Amihud:lo@p50,SHORT,aligned,standard,32699,1486.32,308.481,953,78.8,78.9,78.8,1.216,-255.6,5,22,14,6,6,2,1,73.5,False,none
F13,Micro_Amihud:lo@p50,SHORT,counter,standard,31049,1411.32,292.915,839,79.0,79.1,79.0,1.206,-375.0,3,22,12,6,6,2,0,61.8,False,none
F13,Micro_Amihud:lo@p40,LONG,aligned,standard,24599,1118.14,232.066,783,78.4,78.6,78.4,1.194,-213.7,5,22,13,6,5,2,0,67.6,False,none
F13,Micro_Amihud:lo@p40,LONG,counter,standard,26222,1191.91,247.377,929,81.1,81.2,81.1,1.326,-509.2,6,22,15,6,6,3,0,79.4,False,none
F13,Micro_Amihud:lo@p40,SHORT,aligned,standard,26222,1191.91,247.377,877,78.7,78.7,78.7,1.118,-430.0,4,22,12,6,4,2,0,58.8,False,none
F13,Micro_Amihud:lo@p40,SHORT,counter,standard,24599,1118.14,232.066,746,79.5,79.6,79.5,1.185,-383.5,4,22,14,6,6,2,0,70.6,False,none
F13,Micro_Amihud:lo@p30,LONG,aligned,standard,18310,832.27,172.736,665,78.9,79.1,78.9,1.313,-266.2,5,22,15,6,5,1,0,73.5,False,none
F13,Micro_Amihud:lo@p30,LONG,counter,standard,19655,893.41,185.425,823,82.4,82.6,82.4,1.505,-544.5,6,22,18,5,5,2,0,87.9,False,none
F13,Micro_Amihud:lo@p30,SHORT,aligned,standard,19655,893.41,185.425,762,77.7,77.7,77.7,1.117,-357.7,3,22,15,5,3,1,0,63.6,False,none
F13,Micro_Amihud:lo@p30,SHORT,counter,standard,18310,832.27,172.736,656,79.1,79.1,79.1,1.16,-296.8,5,22,12,6,5,0,0,64.7,False,none
F13,Micro_Amihud:lo@p20,LONG,aligned,standard,12224,555.64,115.321,510,76.5,76.6,76.5,1.207,-252.1,4,22,12,5,5,1,0,63.6,False,none
F13,Micro_Amihud:lo@p20,LONG,counter,standard,13149,597.68,124.047,633,81.2,81.3,81.2,1.503,-387.6,6,22,17,5,5,1,0,84.8,False,none
F13,Micro_Amihud:lo@p20,SHORT,aligned,standard,13149,597.68,124.047,613,79.6,79.6,79.6,1.197,-448.4,5,22,14,5,4,0,0,69.7,False,none
