family,signal_def,direction,d2d_mode,gating,total_firings,firings_per_week,firings_per_day,trades,wr_post_fc,wr_pre_fc,WR,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,exit_FC,exit_EOD,persistence,survival,tier
F13,PrevDay_Low_Dist_ATR:hi@p90,LONG,aligned,standard,21977,998.95,207.33,81,72.8,72.8,72.8,0.83,-158.1,1,10,4,5,1,0,0,30.0,False,none
F13,PrevDay_Low_Dist_ATR:hi@p90,LONG,counter,standard,18616,846.18,175.623,40,80.0,80.0,80.0,1.152,-88.0,3,11,7,4,3,0,0,65.0,False,none
F13,PrevDay_Low_Dist_ATR:hi@p90,SHORT,aligned,standard,18616,846.18,175.623,38,71.1,71.1,71.1,0.941,-123.8,2,11,7,4,2,0,0,55.0,False,none
F13,PrevDay_Low_Dist_ATR:hi@p90,SHORT,counter,standard,21977,998.95,207.33,80,80.0,80.0,80.0,1.481,-163.6,4,10,9,5,5,0,0,90.0,False,none
F13,PrevDay_Low_Dist_ATR:hi@p95,LONG,aligned,standard,16575,753.41,156.368,29,79.3,79.3,79.3,1.371,-66.8,3,8,5,4,4,0,0,75.0,False,none
F13,PrevDay_Low_Dist_ATR:hi@p95,LONG,counter,standard,13858,629.91,130.736,14,85.7,85.7,85.7,1.981,-32.4,1,5,4,3,2,0,0,70.0,False,none
F13,PrevDay_Low_Dist_ATR:hi@p95,SHORT,aligned,standard,13858,629.91,130.736,13,69.2,69.2,69.2,0.829,-90.3,1,5,2,3,2,0,0,50.0,False,none
F13,PrevDay_Low_Dist_ATR:hi@p95,SHORT,counter,standard,16575,753.41,156.368,32,84.4,84.4,84.4,2.0,-37.9,4,8,5,4,4,0,0,81.2,False,none
F13,PrevDay_Low_Dist_ATR:hi@p97,LONG,aligned,standard,13862,630.09,130.774,17,76.5,76.5,76.5,0.788,-45.5,1,4,2,2,0,0,0,33.3,False,none
F13,PrevDay_Low_Dist_ATR:hi@p97,LONG,counter,standard,11352,516.0,107.094,5,80.0,80.0,80.0,0.833,-40.8,1,2,1,2,1,0,0,50.0,False,none
F13,PrevDay_Low_Dist_ATR:hi@p97,SHORT,aligned,standard,11352,516.0,107.094,5,100.0,100.0,100.0,999.0,32.5,2,2,2,2,2,0,0,100.0,True,STAR
F13,PrevDay_Low_Dist_ATR:hi@p97,SHORT,counter,standard,13862,630.09,130.774,15,86.7,86.7,86.7,2.406,-37.5,3,4,3,2,1,0,0,77.8,False,none
F13,PrevDay_Low_Dist_ATR:hi@p99,LONG,aligned,standard,9814,446.09,92.585,8,87.5,87.5,87.5,1.801,36.7,1,1,1,1,1,0,0,100.0,False,none
F13,PrevDay_Low_Dist_ATR:hi@p99,LONG,counter,standard,8065,366.59,76.085,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,PrevDay_Low_Dist_ATR:hi@p99,SHORT,aligned,standard,8065,366.59,76.085,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,PrevDay_Low_Dist_ATR:hi@p99,SHORT,counter,standard,9814,446.09,92.585,7,71.4,71.4,71.4,0.842,-17.1,0,1,0,1,0,0,0,0.0,False,none
F13,PrevDay_Low_Dist_ATR:lo@p50,LONG,aligned,standard,27853,1266.05,262.764,874,79.1,79.2,79.1,1.197,-613.3,4,22,13,6,5,1,0,64.7,False,none
F13,PrevDay_Low_Dist_ATR:lo@p50,LONG,counter,standard,33681,1530.95,317.745,1045,81.8,81.8,81.8,1.383,-645.9,6,22,18,6,5,5,1,85.3,False,none
F13,PrevDay_Low_Dist_ATR:lo@p50,SHORT,aligned,standard,33681,1530.95,317.745,1002,78.3,78.6,78.3,1.108,-559.0,4,22,13,6,3,4,1,58.8,False,none
F13,PrevDay_Low_Dist_ATR:lo@p50,SHORT,counter,standard,27853,1266.05,262.764,934,78.6,78.8,78.6,1.132,-619.4,5,22,14,6,4,4,0,67.6,False,none
F13,PrevDay_Low_Dist_ATR:lo@p40,LONG,aligned,standard,22359,1016.32,210.934,773,79.0,79.1,79.0,1.229,-613.3,5,22,13,6,5,1,0,67.6,False,none
F13,PrevDay_Low_Dist_ATR:lo@p40,LONG,counter,standard,28232,1283.27,266.34,960,82.0,82.0,82.0,1.393,-569.3,6,22,19,6,5,5,1,88.2,False,none
F13,PrevDay_Low_Dist_ATR:lo@p40,SHORT,aligned,standard,28232,1283.27,266.34,949,79.1,79.4,79.1,1.131,-559.0,5,22,14,6,4,4,1,67.6,False,none
F13,PrevDay_Low_Dist_ATR:lo@p40,SHORT,counter,standard,22359,1016.32,210.934,832,78.2,78.5,78.2,1.095,-651.1,5,22,16,6,4,4,0,73.5,False,none
F13,PrevDay_Low_Dist_ATR:lo@p30,LONG,aligned,standard,16866,766.64,159.113,638,79.3,79.4,79.3,1.282,-613.3,6,22,13,6,5,1,0,70.6,False,none
F13,PrevDay_Low_Dist_ATR:lo@p30,LONG,counter,standard,22457,1020.77,211.858,844,81.4,81.3,81.4,1.3,-519.6,6,22,17,6,5,3,1,82.4,False,none
F13,PrevDay_Low_Dist_ATR:lo@p30,SHORT,aligned,standard,22457,1020.77,211.858,825,78.4,78.7,78.4,1.037,-554.4,3,22,12,6,3,4,1,52.9,False,none
F13,PrevDay_Low_Dist_ATR:lo@p30,SHORT,counter,standard,16866,766.64,159.113,684,78.9,79.3,78.9,1.202,-456.8,5,22,14,6,6,4,0,73.5,False,none
F13,PrevDay_Low_Dist_ATR:lo@p20,LONG,aligned,standard,11945,542.95,112.689,498,79.7,79.9,79.7,1.304,-613.3,5,22,15,6,5,1,0,73.5,False,none
F13,PrevDay_Low_Dist_ATR:lo@p20,LONG,counter,standard,16513,750.59,155.783,690,82.2,82.1,82.2,1.401,-493.2,6,22,16,6,6,2,1,82.4,False,none
F13,PrevDay_Low_Dist_ATR:lo@p20,SHORT,aligned,standard,16513,750.59,155.783,681,78.7,78.9,78.7,1.042,-535.5,4,22,13,6,3,3,1,58.8,False,none
F13,PrevDay_Low_Dist_ATR:lo@p20,SHORT,counter,standard,11945,542.95,112.689,536,79.1,79.2,79.1,1.21,-318.2,4,22,12,6,5,2,0,61.8,False,none
F13,PrevDay_Low_Dist_ATR:lo@p10,LONG,aligned,standard,6928,314.91,65.358,328,80.2,80.2,80.2,1.343,-641.4,5,22,14,6,5,0,0,70.6,False,none
F13,PrevDay_Low_Dist_ATR:lo@p10,LONG,counter,standard,10040,456.36,94.717,488,82.6,82.5,82.6,1.347,-475.7,6,22,17,6,5,1,0,82.4,False,none
F13,PrevDay_Low_Dist_ATR:lo@p10,SHORT,aligned,standard,10040,456.36,94.717,458,77.9,78.1,77.9,0.934,-486.3,2,22,10,6,3,1,0,44.1,False,none
F13,PrevDay_Low_Dist_ATR:lo@p10,SHORT,counter,standard,6928,314.91,65.358,334,80.8,81.0,80.8,1.294,-306.0,4,22,13,6,5,2,0,64.7,False,none
F13,PrevDay_Low_Dist_ATR:lo@p5,LONG,aligned,standard,4422,201.0,41.717,232,79.7,79.7,79.7,1.248,-450.3,5,22,12,6,3,0,0,58.8,False,none
F13,PrevDay_Low_Dist_ATR:lo@p5,LONG,counter,standard,6357,288.95,59.972,288,83.0,82.9,83.0,1.579,-172.2,6,22,17,6,6,1,0,85.3,False,none
F13,PrevDay_Low_Dist_ATR:lo@p5,SHORT,aligned,standard,6357,288.95,59.972,292,76.7,77.0,76.7,0.845,-492.3,3,22,8,6,1,1,0,35.3,False,none
F13,PrevDay_Low_Dist_ATR:lo@p5,SHORT,counter,standard,4422,201.0,41.717,238,81.5,81.8,81.5,1.497,-264.0,5,22,16,6,5,2,0,76.5,False,none
F13,PrevDay_Low_Dist_ATR:lo@p3,LONG,aligned,standard,3281,149.14,30.953,165,77.6,78.0,77.6,1.322,-384.2,5,21,12,6,3,1,0,60.6,False,none
F13,PrevDay_Low_Dist_ATR:lo@p3,LONG,counter,standard,4669,212.23,44.047,215,82.3,82.2,82.3,1.365,-271.3,5,21,13,6,4,1,0,66.7,False,none
F13,PrevDay_Low_Dist_ATR:lo@p3,SHORT,aligned,standard,4669,212.23,44.047,219,79.0,79.4,79.0,0.985,-387.8,4,21,10,6,2,1,0,48.5,False,none
F13,PrevDay_Low_Dist_ATR:lo@p3,SHORT,counter,standard,3281,149.14,30.953,184,83.7,83.6,83.7,1.866,-241.5,4,21,16,6,5,1,0,75.8,False,none
F13,PrevDay_Low_Dist_ATR:lo@p1,LONG,aligned,standard,1768,80.36,16.679,111,78.4,79.1,78.4,1.132,-293.0,4,19,10,6,3,1,0,54.8,False,none
F13,PrevDay_Low_Dist_ATR:lo@p1,LONG,counter,standard,2561,116.41,24.16,137,81.8,81.6,81.8,1.252,-173.7,4,19,10,6,3,1,0,54.8,False,none
F13,PrevDay_Low_Dist_ATR:lo@p1,SHORT,aligned,standard,2561,116.41,24.16,142,71.8,72.3,71.8,0.698,-408.0,2,19,6,6,1,1,0,29.0,False,none
F13,PrevDay_Low_Dist_ATR:lo@p1,SHORT,counter,standard,1768,80.36,16.679,124,83.9,83.7,83.9,2.108,-169.3,6,19,14,6,5,1,0,80.6,False,none
F13,RangeOsc_Val:hi@p50,LONG,aligned,standard,58553,2661.5,552.387,982,79.2,79.4,79.2,1.174,-547.5,4,22,13,6,4,2,0,61.8,False,none
F13,RangeOsc_Val:hi@p50,LONG,counter,standard,19204,872.91,181.17,364,83.2,83.4,83.2,1.414,-329.7,4,22,15,6,5,2,0,70.6,False,none
F13,RangeOsc_Val:hi@p50,SHORT,aligned,standard,19204,872.91,181.17,344,78.8,78.7,78.8,1.175,-354.4,5,22,13,6,4,1,1,64.7,False,none
F13,RangeOsc_Val:hi@p50,SHORT,counter,standard,58553,2661.5,552.387,1026,79.7,79.9,79.7,1.271,-492.9,6,22,16,6,5,4,0,79.4,False,none
F13,RangeOsc_Val:hi@p60,LONG,aligned,standard,47970,2180.45,452.547,903,78.6,78.8,78.6,1.178,-569.5,4,22,13,6,4,2,0,61.8,False,none
F13,RangeOsc_Val:hi@p60,LONG,counter,standard,11154,507.0,105.226,242,86.4,86.7,86.4,1.723,-211.2,4,22,13,5,4,2,0,63.6,False,none
F13,RangeOsc_Val:hi@p60,SHORT,aligned,standard,11154,507.0,105.226,230,77.4,77.3,77.4,1.043,-306.0,4,22,14,5,2,1,1,60.6,False,none
F13,RangeOsc_Val:hi@p60,SHORT,counter,standard,47970,2180.45,452.547,923,78.7,78.9,78.7,1.25,-492.9,5,22,16,6,5,4,0,76.5,False,none
F13,RangeOsc_Val:hi@p70,LONG,aligned,standard,36456,1657.09,343.925,774,78.8,79.0,78.8,1.177,-379.1,4,22,11,6,4,2,0,55.9,False,none
F13,RangeOsc_Val:hi@p70,LONG,counter,standard,5875,267.05,55.425,153,83.0,83.4,83.0,1.543,-353.7,4,20,14,5,4,2,0,71.0,False,none
F13,RangeOsc_Val:hi@p70,SHORT,aligned,standard,5875,267.05,55.425,143,75.5,75.4,75.5,0.958,-326.4,4,20,13,5,2,1,1,61.3,False,none
F13,RangeOsc_Val:hi@p70,SHORT,counter,standard,36456,1657.09,343.925,803,79.1,79.3,79.1,1.275,-492.9,5,22,14,6,4,4,0,67.6,False,none
F13,RangeOsc_Val:hi@p80,LONG,aligned,standard,24220,1100.91,228.491,669,77.6,77.8,77.6,1.087,-296.8,4,22,11,6,5,2,0,58.8,False,none
F13,RangeOsc_Val:hi@p80,LONG,counter,standard,2653,120.59,25.028,93,87.1,87.9,87.1,1.977,-153.0,5,19,14,5,5,2,0,80.0,False,none
F13,RangeOsc_Val:hi@p80,SHORT,aligned,standard,2653,120.59,25.028,92,76.1,75.8,76.1,0.766,-314.3,4,19,12,5,3,1,0,63.3,False,none
F13,RangeOsc_Val:hi@p80,SHORT,counter,standard,24220,1100.91,228.491,660,78.6,78.8,78.6,1.278,-492.9,5,22,13,6,4,1,0,64.7,False,none
F13,RangeOsc_Val:hi@p90,LONG,aligned,standard,12494,567.91,117.868,496,77.6,77.6,77.6,1.024,-618.5,3,22,10,6,3,0,0,47.1,False,none
F13,RangeOsc_Val:hi@p90,LONG,counter,standard,895,40.68,8.443,43,86.0,88.1,86.0,1.991,-263.9,3,15,11,5,4,1,0,69.2,False,none
F13,RangeOsc_Val:hi@p90,SHORT,aligned,standard,895,40.68,8.443,41,63.4,62.5,63.4,0.721,-306.0,3,15,7,5,1,1,0,42.3,False,none
F13,RangeOsc_Val:hi@p90,SHORT,counter,standard,12494,567.91,117.868,458,79.9,80.1,79.9,1.483,-492.9,5,22,15,6,6,1,0,76.5,False,none
F13,RangeOsc_Val:hi@p95,LONG,aligned,standard,6704,304.73,63.245,336,78.0,78.0,78.0,1.082,-328.6,4,21,10,6,3,0,0,51.5,False,none
F13,RangeOsc_Val:hi@p95,LONG,counter,standard,343,15.59,3.236,18,100.0,100.0,100.0,999.0,21.4,5,8,8,4,4,0,0,100.0,True,STAR
F13,RangeOsc_Val:hi@p95,SHORT,aligned,standard,343,15.59,3.236,16,43.8,43.8,43.8,0.198,-273.8,1,8,1,4,1,0,0,17.6,False,none
F13,RangeOsc_Val:hi@p95,SHORT,counter,standard,6704,304.73,63.245,312,77.2,77.5,77.2,1.314,-492.9,5,21,15,6,3,1,0,69.7,False,none
F13,RangeOsc_Val:hi@p97,LONG,aligned,standard,4157,188.95,39.217,254,76.4,76.4,76.4,0.976,-264.0,2,21,8,5,4,0,0,43.8,False,none
F13,RangeOsc_Val:hi@p97,LONG,counter,standard,198,9.0,1.868,9,100.0,100.0,100.0,999.0,12.0,5,6,6,3,3,0,0,100.0,True,STAR
F13,RangeOsc_Val:hi@p97,SHORT,aligned,standard,198,9.0,1.868,10,40.0,40.0,40.0,0.162,-306.0,0,6,1,3,0,0,0,7.1,False,none
F13,RangeOsc_Val:hi@p97,SHORT,counter,standard,4157,188.95,39.217,239,77.4,77.4,77.4,1.396,-492.9,5,21,15,5,4,0,0,75.0,False,none
F13,RangeOsc_Val:hi@p99,LONG,aligned,standard,1850,84.09,17.453,152,76.3,76.3,76.3,1.023,-199.9,4,21,11,5,3,0,0,56.2,False,none
F13,RangeOsc_Val:hi@p99,LONG,counter,standard,85,3.86,0.802,5,100.0,100.0,100.0,999.0,21.4,3,3,3,3,3,0,0,100.0,True,STAR
F13,RangeOsc_Val:hi@p99,SHORT,aligned,standard,85,3.86,0.802,5,40.0,40.0,40.0,0.202,-306.0,1,3,1,3,1,0,0,33.3,False,none
F13,RangeOsc_Val:hi@p99,SHORT,counter,standard,1850,84.09,17.453,142,75.4,75.4,75.4,1.403,-536.0,5,21,16,5,4,0,0,78.1,False,none
F13,RangeOsc_Val:lo@p50,LONG,aligned,standard,17915,814.32,169.009,338,80.5,80.5,80.5,1.332,-380.7,5,22,15,5,3,0,0,69.7,False,none
F13,RangeOsc_Val:lo@p50,LONG,counter,standard,57169,2598.59,539.33,1067,80.7,80.6,80.7,1.259,-645.9,6,22,16,6,6,3,1,82.4,False,none
F13,RangeOsc_Val:lo@p50,SHORT,aligned,standard,57169,2598.59,539.33,1047,78.1,78.4,78.1,1.064,-424.1,3,22,12,6,3,3,1,52.9,False,none
F13,RangeOsc_Val:lo@p50,SHORT,counter,standard,17915,814.32,169.009,317,77.6,77.6,77.6,0.926,-351.2,3,22,12,5,1,0,0,48.5,False,none
F13,RangeOsc_Val:lo@p40,LONG,aligned,standard,9894,449.73,93.34,225,82.2,82.6,82.2,1.458,-370.0,5,22,15,5,4,1,0,72.7,False,none
F13,RangeOsc_Val:lo@p40,LONG,counter,standard,46838,2129.0,441.868,950,81.2,81.1,81.2,1.292,-657.1,6,22,18,6,6,3,1,88.2,False,none
F13,RangeOsc_Val:lo@p40,SHORT,aligned,standard,46838,2129.0,441.868,959,77.6,77.8,77.6,1.006,-376.9,2,22,11,6,3,3,1,47.1,False,none
F13,RangeOsc_Val:lo@p40,SHORT,counter,standard,9894,449.73,93.34,198,80.3,80.3,80.3,1.363,-306.0,4,22,15,5,5,0,0,72.7,False,none
F13,RangeOsc_Val:lo@p30,LONG,aligned,standard,4611,209.59,43.5,128,80.5,81.1,80.5,1.317,-318.9,5,22,13,5,3,1,0,63.6,False,none
F13,RangeOsc_Val:lo@p30,LONG,counter,standard,34427,1564.86,324.783,844,80.8,80.8,80.8,1.278,-607.5,6,22,17,6,5,2,1,82.4,False,none
F13,RangeOsc_Val:lo@p30,SHORT,aligned,standard,34427,1564.86,324.783,840,78.0,78.2,78.0,0.999,-336.6,2,22,11,6,1,2,1,41.2,False,none
F13,RangeOsc_Val:lo@p30,SHORT,counter,standard,4611,209.59,43.5,118,73.7,73.7,73.7,0.746,-220.9,3,22,12,5,3,0,0,54.5,False,none
F13,RangeOsc_Val:lo@p20,LONG,aligned,standard,1884,85.64,17.774,54,79.6,79.6,79.6,1.685,-172.7,6,17,12,5,3,0,0,75.0,False,none
F13,RangeOsc_Val:lo@p20,LONG,counter,standard,22526,1023.91,212.509,673,80.5,80.5,80.5,1.268,-607.5,6,22,17,6,6,1,0,85.3,False,none
F13,RangeOsc_Val:lo@p20,SHORT,aligned,standard,22526,1023.91,212.509,687,78.7,78.9,78.7,1.016,-256.0,4,22,11,6,3,1,1,52.9,False,none
F13,RangeOsc_Val:lo@p20,SHORT,counter,standard,1884,85.64,17.774,53,69.8,69.8,69.8,0.826,-175.0,3,17,9,5,4,0,0,57.1,False,none
F13,RangeOsc_Val:lo@p10,LONG,aligned,standard,570,25.91,5.377,15,93.3,93.3,93.3,3.856,-122.6,6,9,8,5,4,0,0,90.0,False,surface
F13,RangeOsc_Val:lo@p10,LONG,counter,standard,11802,536.45,111.34,487,81.5,81.5,81.5,1.339,-496.5,6,22,13,6,6,0,0,73.5,False,none
F13,RangeOsc_Val:lo@p10,SHORT,aligned,standard,11802,536.45,111.34,462,80.1,80.1,80.1,1.062,-453.0,4,22,12,6,2,0,0,52.9,False,none
F13,RangeOsc_Val:lo@p10,SHORT,counter,standard,570,25.91,5.377,12,66.7,66.7,66.7,0.521,-120.5,2,9,5,5,4,0,0,55.0,False,none
F13,RangeOsc_Val:lo@p5,LONG,aligned,standard,203,9.23,1.915,9,100.0,100.0,100.0,999.0,13.9,5,6,6,3,3,0,0,100.0,True,STAR
F13,RangeOsc_Val:lo@p5,LONG,counter,standard,6091,276.86,57.462,308,79.5,79.5,79.5,1.185,-359.5,4,22,11,5,3,0,0,54.5,False,none
F13,RangeOsc_Val:lo@p5,SHORT,aligned,standard,6091,276.86,57.462,301,83.4,83.4,83.4,1.24,-275.9,5,22,13,5,3,0,0,63.6,False,none
F13,RangeOsc_Val:lo@p5,SHORT,counter,standard,203,9.23,1.915,7,42.9,42.9,42.9,0.177,-141.0,1,6,2,3,2,0,0,35.7,False,none
F13,RangeOsc_Val:lo@p3,LONG,aligned,standard,132,6.0,1.245,5,100.0,100.0,100.0,999.0,13.9,5,5,5,3,3,0,0,100.0,True,STAR
F13,RangeOsc_Val:lo@p3,LONG,counter,standard,4171,189.59,39.349,229,80.3,80.3,80.3,1.172,-336.9,4,21,12,5,3,0,0,59.4,False,none
F13,RangeOsc_Val:lo@p3,SHORT,aligned,standard,4171,189.59,39.349,210,81.4,81.4,81.4,1.2,-249.5,4,21,13,5,3,0,0,62.5,False,none
F13,RangeOsc_Val:lo@p3,SHORT,counter,standard,132,6.0,1.245,5,40.0,40.0,40.0,0.141,-153.0,2,5,2,3,2,0,0,46.2,False,none
F13,RangeOsc_Val:lo@p1,LONG,aligned,standard,61,2.77,0.575,2,100.0,100.0,100.0,999.0,42.0,2,2,2,2,2,0,0,100.0,True,STAR
F13,RangeOsc_Val:lo@p1,LONG,counter,standard,2204,100.18,20.792,145,77.9,77.9,77.9,1.009,-341.8,3,21,12,5,3,0,0,56.2,False,none
F13,RangeOsc_Val:lo@p1,SHORT,aligned,standard,2204,100.18,20.792,134,77.6,77.6,77.6,0.998,-236.6,4,21,11,5,2,0,0,53.1,False,none
F13,RangeOsc_Val:lo@p1,SHORT,counter,standard,61,2.77,0.575,2,50.0,50.0,50.0,0.275,-153.0,1,2,1,2,1,0,0,50.0,False,none
F13,Round_1000_Dist_ATR:hi@p50,LONG,aligned,standard,47733,2169.68,450.311,214,77.6,77.9,77.6,0.94,-465.3,4,19,11,6,4,1,0,61.3,False,none
F13,Round_1000_Dist_ATR:hi@p50,LONG,counter,standard,46182,2099.18,435.679,271,81.2,81.5,81.2,1.282,-451.3,5,21,13,6,4,1,0,66.7,False,none
F13,Round_1000_Dist_ATR:hi@p50,SHORT,aligned,standard,46182,2099.18,435.679,270,80.7,80.7,80.7,1.242,-313.5,5,21,15,6,5,1,0,75.8,False,none
F13,Round_1000_Dist_ATR:hi@p50,SHORT,counter,standard,47733,2169.68,450.311,227,82.8,82.8,82.8,1.618,-244.1,3,19,14,6,4,0,0,67.7,False,none
F13,Round_1000_Dist_ATR:hi@p60,LONG,aligned,standard,42239,1919.95,398.481,112,73.2,73.9,73.2,0.79,-300.1,2,16,9,5,1,1,0,44.4,False,none
F13,Round_1000_Dist_ATR:hi@p60,LONG,counter,standard,40398,1836.27,381.113,140,78.6,78.6,78.6,1.146,-212.4,4,16,11,6,4,0,0,67.9,False,none
F13,Round_1000_Dist_ATR:hi@p60,SHORT,aligned,standard,40398,1836.27,381.113,133,78.9,78.8,78.9,1.35,-333.8,5,16,11,6,4,1,0,71.4,False,none
F13,Round_1000_Dist_ATR:hi@p60,SHORT,counter,standard,42239,1919.95,398.481,108,82.4,82.4,82.4,1.45,-210.8,4,16,11,5,3,0,0,66.7,False,none
F13,Round_1000_Dist_ATR:hi@p70,LONG,aligned,standard,36318,1650.82,342.623,51,76.5,76.5,76.5,1.258,-193.3,4,10,6,5,3,0,0,65.0,False,none
F13,Round_1000_Dist_ATR:hi@p70,LONG,counter,standard,34521,1569.14,325.67,76,81.6,81.6,81.6,2.231,-139.5,3,12,8,6,4,0,0,62.5,False,none
F13,Round_1000_Dist_ATR:hi@p70,SHORT,aligned,standard,34521,1569.14,325.67,72,76.4,76.1,76.4,0.867,-284.3,5,12,9,6,4,1,0,75.0,False,none
F13,Round_1000_Dist_ATR:hi@p70,SHORT,counter,standard,36318,1650.82,342.623,47,78.7,78.7,78.7,1.593,-130.9,4,10,8,5,3,0,0,75.0,False,none
F13,Round_1000_Dist_ATR:hi@p80,LONG,aligned,standard,29816,1355.27,281.283,13,61.5,61.5,61.5,1.123,-54.1,1,6,2,5,2,0,0,35.7,False,none
F13,Round_1000_Dist_ATR:hi@p80,LONG,counter,standard,27973,1271.5,263.896,26,84.6,84.6,84.6,2.957,-32.4,2,5,3,5,3,0,0,57.1,False,none
F13,Round_1000_Dist_ATR:hi@p80,SHORT,aligned,standard,27973,1271.5,263.896,25,88.0,88.0,88.0,1.635,-0.2,3,5,4,5,5,0,0,85.7,False,none
F13,Round_1000_Dist_ATR:hi@p80,SHORT,counter,standard,29816,1355.27,281.283,13,76.9,76.9,76.9,1.758,-71.8,2,6,5,5,4,0,0,78.6,False,none
F13,Round_1000_Dist_ATR:hi@p90,LONG,aligned,standard,22130,1005.91,208.774,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,Round_1000_Dist_ATR:hi@p90,LONG,counter,standard,20534,933.36,193.717,3,66.7,66.7,66.7,1.06,-15.1,1,3,2,2,1,0,0,57.1,False,none
F13,Round_1000_Dist_ATR:hi@p90,SHORT,aligned,standard,20534,933.36,193.717,3,100.0,100.0,100.0,999.0,0.6,2,3,3,2,2,0,0,100.0,True,STAR
F13,Round_1000_Dist_ATR:hi@p90,SHORT,counter,standard,22130,1005.91,208.774,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,Round_1000_Dist_ATR:hi@p95,LONG,aligned,standard,17148,779.45,161.774,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
F13,Round_1000_Dist_ATR:hi@p95,LONG,counter,standard,15680,712.73,147.925,2,50.0,50.0,50.0,0.483,-15.1,0,2,1,2,1,0,0,40.0,False,none
F13,Round_1000_Dist_ATR:hi@p95,SHORT,aligned,standard,15680,712.73,147.925,2,100.0,100.0,100.0,999.0,0.6,1,2,2,2,2,0,0,100.0,True,STAR
F13,Round_1000_Dist_ATR:hi@p95,SHORT,counter,standard,17148,779.45,161.774,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,False,none
