family,signal_def,direction,d2d_mode,gating,trades,total_firings,firings_per_week,firings_per_day,mask_bars,WR,wr_pre_fc,wr_post_fc,agg_pf,worst_day_usd,folds_plus,weeks_present,weeks_won,weekdays_present,weekdays_won,persistence,exit_FC,exit_EOD,survival,tier
F13,Slope_Accel_ST:lo@p20,LONG,counter,standard,674,674,30.64,6.358,11039,81.2,81.3,81.2,1.325,-374.8,5,22,15,6,5,73.5,4,1,False,none
F13,AT_Slope_ST:lo@p10,LONG,counter,standard,746,746,33.91,7.038,9391,81.1,81.0,81.1,1.211,-661.1,4,22,17,6,4,73.5,3,1,False,none
F13,PrevDay_Close_Dist_ATR:lo@p10,SHORT,counter,standard,318,318,14.45,3.0,7412,81.1,81.4,81.1,1.47,-278.1,4,22,16,6,5,73.5,1,0,False,none
F13,VWAP_Dist_ATR:lo@p10,LONG,aligned,standard,249,249,11.32,2.349,8465,81.1,81.1,81.1,1.349,-547.5,5,22,16,6,4,73.5,0,0,False,none
F13,Micro_RangeVelocity:hi@p70,LONG,counter,standard,997,997,45.32,9.406,18352,81.0,81.1,81.0,1.223,-501.2,5,22,15,6,5,73.5,3,1,False,none
F13,AT_Lookback_LT:hi@p50,LONG,counter,standard,415,415,18.86,3.915,26215,81.0,80.9,81.0,1.212,-245.1,5,22,15,6,5,73.5,2,0,False,none
F13,Micro_VolOfVol:hi@p80,LONG,counter,standard,399,399,18.14,3.764,15814,81.0,81.3,81.0,1.283,-287.5,4,22,15,6,6,73.5,3,0,False,none
F13,Micro_GarmanKlass:hi@p90,LONG,aligned,standard,907,907,41.23,8.557,5268,80.9,81.0,80.9,1.325,-476.1,6,22,14,6,5,73.5,1,0,False,none
F13,MultiDay_Position:lo@p20,LONG,counter,standard,530,530,24.09,5.0,23935,80.9,80.9,80.9,1.282,-645.9,5,22,15,6,5,73.5,2,0,False,none
F13,Micro_RangeVelocity:hi@p60,LONG,counter,standard,1025,1025,46.59,9.67,26553,80.8,80.8,80.8,1.238,-471.3,5,22,15,6,5,73.5,3,1,False,none
F13,Micro_Rejection:lo@p50,LONG,aligned,standard,920,920,41.82,8.679,35614,80.8,80.9,80.8,1.34,-465.5,6,22,15,6,4,73.5,2,0,False,none
F13,Micro_Entropy:lo@p40,LONG,counter,standard,824,824,37.45,7.774,27237,80.8,80.8,80.8,1.226,-511.6,5,22,14,6,6,73.5,3,1,False,none
F13,WeeklyOpen_Dist_ATR:lo@p30,LONG,aligned,standard,714,714,32.45,6.736,19319,80.8,80.8,80.8,1.4,-613.3,5,22,15,6,5,73.5,0,0,False,none
F13,Micro_RangeAccel:hi@p95,LONG,aligned,standard,631,631,28.68,5.953,2584,80.8,81.2,80.8,1.363,-356.3,5,22,16,6,4,73.5,3,0,False,none
F13,Micro_Amihud:hi@p80,SHORT,aligned,standard,395,395,17.95,3.726,22550,80.8,81.2,80.8,1.152,-405.2,4,22,17,6,4,73.5,2,0,False,none
F13,D2D_Dynamic_Sensitivity:lo@p30,LONG,counter,standard,369,369,16.77,3.481,12336,80.8,80.7,80.8,1.298,-287.5,5,22,14,6,6,73.5,1,1,False,none
F13,Micro_PriceAccel:hi@p50,LONG,aligned,standard,902,902,41.0,8.509,36936,80.7,80.9,80.7,1.243,-541.7,6,22,16,6,3,73.5,2,0,False,none
F13,Micro_BarEntropy:lo@p40,LONG,counter,standard,902,902,41.0,8.509,33731,80.7,80.7,80.7,1.331,-457.5,6,22,14,6,5,73.5,2,1,False,none
F13,Bar_Range:hi@p90,LONG,aligned,standard,897,897,40.77,8.462,5135,80.7,80.8,80.7,1.28,-515.5,6,22,14,6,5,73.5,1,0,False,none
F13,Efficiency_Ratio:hi@p70,LONG,aligned,standard,617,617,28.05,5.821,20276,80.7,81.0,80.7,1.352,-333.1,5,22,15,6,5,73.5,2,0,False,none
F13,Micro_Lambda:hi@p50,LONG,aligned,standard,909,909,41.32,8.575,42709,80.6,80.7,80.6,1.218,-652.5,5,22,15,6,5,73.5,1,0,False,none
F13,Micro_BarEntropy:lo@p30,LONG,counter,standard,784,784,35.64,7.396,25533,80.6,80.7,80.6,1.292,-406.5,6,22,14,6,5,73.5,2,0,False,none
F13,VWAP_Dist_ATR:lo@p30,LONG,aligned,standard,578,578,26.27,5.453,23743,80.6,80.6,80.6,1.33,-641.4,5,22,16,6,4,73.5,0,0,False,none
F13,WeeklyOpen_Dist_ATR:lo@p20,LONG,aligned,standard,576,576,26.18,5.434,14100,80.6,80.6,80.6,1.368,-613.3,5,22,15,6,5,73.5,0,0,False,none
F13,Bar_Range:hi@p97,LONG,counter,standard,546,546,24.82,5.151,1777,80.6,80.6,80.6,1.316,-443.0,5,22,15,6,5,73.5,1,1,False,none
F13,Micro_RangeAccel:hi@p60,LONG,counter,standard,1046,1046,47.55,9.868,26158,80.5,80.6,80.5,1.215,-556.3,5,22,16,6,4,73.5,2,1,False,none
F13,ADX_Rising:==1,LONG,counter,standard,853,853,38.77,8.047,35735,80.5,80.5,80.5,1.281,-577.9,6,22,14,6,5,73.5,3,1,False,none
F13,D2D_ATR:hi@p90,LONG,counter,standard,806,806,36.64,7.604,5846,80.5,80.6,80.5,1.281,-553.8,5,22,14,6,6,73.5,2,1,False,none
F13,PrevDay_High_Dist_ATR:lo@p20,LONG,aligned,standard,641,641,29.14,6.047,16889,80.5,80.6,80.5,1.343,-573.2,6,22,15,6,4,73.5,1,0,False,none
F13,Micro_RollProxy:hi@p95,LONG,aligned,standard,563,563,25.59,5.311,2494,80.5,80.7,80.5,1.217,-406.9,5,22,14,6,6,73.5,2,0,False,none
F13,Micro_RollProxy:hi@p99,LONG,aligned,standard,257,257,11.68,2.425,603,80.5,80.9,80.5,1.48,-348.5,6,22,13,6,6,73.5,1,0,False,none
F13,Micro_HLAsymmetry:lo@p20,LONG,counter,standard,989,989,44.95,9.33,12869,80.4,80.4,80.4,1.341,-397.4,5,22,15,6,5,73.5,4,1,False,none
F13,Bar_Range:hi@p70,LONG,aligned,standard,1119,1119,50.86,10.557,14197,80.3,80.3,80.3,1.242,-641.4,6,22,14,6,5,73.5,1,0,False,none
F13,Session_Low_Dist_ATR:lo@p30,LONG,aligned,standard,442,442,20.09,4.17,10427,80.3,80.3,80.3,1.49,-613.3,5,22,14,6,6,73.5,0,0,False,none
F13,D2D_Dynamic_Sensitivity:lo@p10,LONG,counter,standard,213,213,9.68,2.009,3844,80.3,80.3,80.3,1.279,-235.8,5,22,15,6,5,73.5,0,0,False,none
F13,ATR_1M:hi@p80,LONG,aligned,standard,1054,1054,47.91,9.943,9840,80.2,80.2,80.2,1.244,-641.4,6,22,14,6,5,73.5,1,0,False,none
F13,Sqz_Val:hi@p70,LONG,aligned,standard,894,894,40.64,8.434,26609,80.2,80.4,80.2,1.212,-785.7,5,22,15,6,5,73.5,2,0,False,none
F13,Micro_MicroGap:hi@p60,LONG,aligned,standard,746,746,33.91,7.038,19123,80.2,80.4,80.2,1.241,-456.8,5,22,15,6,5,73.5,2,0,False,none
F13,Lower_Wick:lo@p40,LONG,aligned,standard,510,510,23.18,4.811,38424,80.2,80.5,80.2,1.27,-301.3,5,22,15,6,5,73.5,2,0,False,none
F13,Micro_VolOfVol:hi@p90,LONG,counter,standard,252,252,11.45,2.377,7338,80.2,80.4,80.2,1.3,-203.3,4,22,16,6,5,73.5,2,0,False,none
F13,Volume_Ratio_10:hi@p50,LONG,aligned,standard,987,987,44.86,9.311,33032,80.1,80.2,80.1,1.292,-451.9,6,22,14,6,5,73.5,1,0,False,none
F13,Micro_RangeVelocity:hi@p60,SHORT,counter,standard,962,962,43.73,9.075,25883,80.1,80.4,80.1,1.262,-750.8,5,22,14,6,6,73.5,3,0,False,none
F13,PrevDay_High_Dist_ATR:lo@p40,LONG,aligned,standard,896,896,40.73,8.453,28874,80.1,80.2,80.1,1.295,-346.6,6,22,14,6,5,73.5,1,0,False,none
F13,Micro_VPIN:lo@p40,SHORT,counter,standard,679,679,30.86,6.406,31326,80.1,80.2,80.1,1.258,-739.2,6,22,14,6,5,73.5,3,0,False,none
F13,Micro_RollProxy:hi@p97,LONG,aligned,standard,463,463,21.05,4.368,1565,80.1,80.5,80.1,1.21,-424.3,5,22,15,6,5,73.5,2,0,False,none
F13,KAMA_Dist:hi@p80,LONG,aligned,standard,921,921,41.86,8.689,19878,80.0,80.2,80.0,1.238,-589.9,5,22,15,6,5,73.5,2,0,False,none
F13,MultiDay_Position:lo@p10,LONG,counter,standard,430,430,19.55,4.057,17028,80.0,80.0,80.0,1.201,-594.6,5,22,16,6,4,73.5,0,0,False,none
F13,Micro_Rejection:hi@p90,LONG,counter,standard,409,409,18.59,3.858,8128,80.0,80.1,80.0,1.211,-302.9,5,22,15,6,5,73.5,2,1,False,none
F13,Volume_Ratio_10:hi@p97,SHORT,counter,standard,195,195,8.86,1.84,2199,80.0,80.4,80.0,1.27,-283.3,5,22,17,6,3,73.5,1,0,False,none
F13,EMA_Oscillator:hi@p70,LONG,aligned,standard,1020,1020,46.36,9.623,32285,79.9,80.0,79.9,1.2,-783.9,5,22,15,6,5,73.5,1,0,False,none
F13,WeeklyOpen_Dist_ATR:lo@p40,LONG,aligned,standard,792,792,36.0,7.472,24438,79.9,79.9,79.9,1.321,-613.3,6,22,14,6,5,73.5,0,0,False,none
F13,Slope_EMA_LT:hi@p50,SHORT,counter,standard,697,697,31.68,6.575,42009,79.9,80.1,79.9,1.325,-508.5,5,22,15,6,5,73.5,2,0,False,none
F13,Lower_Wick:lo@p50,LONG,aligned,standard,608,608,27.64,5.736,46926,79.9,80.3,79.9,1.252,-365.0,5,22,15,6,5,73.5,3,0,False,none
F13,Slope_EMA_LT:hi@p70,SHORT,counter,standard,533,533,24.23,5.028,24939,79.9,80.2,79.9,1.355,-488.8,4,22,16,6,5,73.5,2,0,False,none
F13,Micro_Amihud:hi@p80,SHORT,counter,standard,437,437,19.86,4.123,24329,79.9,79.9,79.9,1.366,-444.3,5,22,15,6,5,73.5,0,0,False,none
F13,EMA_Oscillator:hi@p97,SHORT,counter,standard,402,402,18.27,3.792,3263,79.9,79.9,79.9,1.338,-338.5,6,22,14,6,5,73.5,0,0,False,none
F13,Micro_BarOverlap:hi@p50,SHORT,counter,standard,846,846,38.45,7.981,38165,79.8,80.0,79.8,1.378,-324.2,4,22,15,6,6,73.5,4,0,False,none
F13,EMA_Oscillator:lo@p5,LONG,counter,standard,516,516,23.45,4.868,4978,79.8,79.8,79.8,1.23,-606.3,5,22,16,6,4,73.5,1,1,False,none
F13,Momentum_Value:lo@p3,LONG,counter,standard,470,470,21.36,4.434,2874,79.8,79.7,79.8,1.336,-621.1,5,22,15,6,5,73.5,2,1,False,none
F13,Micro_GarmanKlass:hi@p70,LONG,aligned,standard,1138,1138,51.73,10.736,14235,79.7,79.8,79.7,1.247,-641.4,6,22,14,6,5,73.5,1,0,False,none
F13,Micro_GarmanKlass:hi@p80,LONG,aligned,standard,1064,1064,48.36,10.038,9713,79.7,79.8,79.7,1.24,-583.3,6,22,14,6,5,73.5,1,0,False,none
F13,Upper_Wick:hi@p80,LONG,aligned,standard,891,891,40.5,8.406,9310,79.7,79.8,79.7,1.312,-356.6,6,22,15,6,4,73.5,1,0,False,none
F13,ADX_Rising:==1,LONG,aligned,standard,794,794,36.09,7.491,36257,79.7,79.8,79.7,1.21,-415.3,6,22,15,6,4,73.5,1,0,False,none
F13,Efficiency_Ratio:hi@p60,LONG,aligned,standard,747,747,33.95,7.047,27505,79.7,79.8,79.7,1.255,-387.2,5,22,15,6,5,73.5,1,0,False,none
F13,Bar_Range:hi@p95,LONG,counter,standard,714,714,32.45,6.736,2890,79.7,79.8,79.7,1.203,-592.1,5,22,15,6,5,73.5,2,1,False,none
F13,Micro_VolAccel:hi@p90,SHORT,counter,standard,617,617,28.05,5.821,5071,79.7,79.9,79.7,1.231,-517.7,5,22,16,6,4,73.5,1,0,False,none
F13,PrevDay_Low_Dist_ATR:lo@p20,LONG,aligned,standard,498,498,22.64,4.698,11945,79.7,79.9,79.7,1.304,-613.3,5,22,15,6,5,73.5,1,0,False,none
F13,MultiDay_Position:lo@p50,LONG,aligned,standard,474,474,21.55,4.472,31976,79.7,79.9,79.7,1.263,-613.3,5,22,15,6,5,73.5,1,0,False,none
F13,D2D_ATR:hi@p80,LONG,aligned,standard,1031,1031,46.86,9.726,10094,79.6,79.7,79.6,1.227,-613.3,6,22,14,6,5,73.5,1,0,False,none
F13,VA_Position:hi@p60,LONG,aligned,standard,825,825,37.5,7.783,29655,79.6,79.7,79.6,1.218,-378.2,5,22,15,6,5,73.5,1,0,False,none
F13,Lower_Wick:lo@p50,SHORT,aligned,standard,695,695,31.59,6.557,44027,79.6,79.5,79.6,1.176,-349.5,5,22,15,6,5,73.5,1,1,False,none
F13,ATR_1M:hi@p70,LONG,aligned,standard,1110,1110,50.45,10.472,14317,79.5,79.6,79.5,1.218,-641.4,6,22,14,6,5,73.5,1,0,False,none
F13,Round_500_Dist_ATR:lo@p50,LONG,aligned,standard,1060,1060,48.18,10.0,28798,79.5,79.6,79.5,1.211,-613.3,6,22,14,6,5,73.5,1,0,False,none
F13,Lower_Wick:hi@p90,SHORT,counter,standard,799,799,36.32,7.538,4708,79.5,79.6,79.5,1.325,-545.8,5,22,14,6,6,73.5,1,0,False,none
F13,Harmonic_OBVf_Concordance:==0,SHORT,counter,standard,797,797,36.23,7.519,44099,79.5,79.7,79.5,1.215,-568.5,6,22,14,6,5,73.5,2,0,False,none
F13,Volume:hi@p97,LONG,counter,standard,440,440,20.0,4.151,2083,79.5,79.7,79.5,1.38,-553.4,6,22,14,6,5,73.5,2,1,False,none
F13,Session_Low_Side:==1,LONG,aligned,standard,1159,1159,52.68,10.934,76515,79.4,79.4,79.4,1.216,-613.3,6,22,14,6,5,73.5,1,0,False,none
F13,Volume:hi@p50,LONG,aligned,standard,1159,1159,52.68,10.934,23509,79.4,79.4,79.4,1.216,-613.3,6,22,14,6,5,73.5,1,0,False,none
F13,Volume:hi@p60,LONG,aligned,standard,1159,1159,52.68,10.934,18177,79.4,79.4,79.4,1.216,-613.3,6,22,14,6,5,73.5,1,0,False,none
F13,Volume:hi@p80,LONG,aligned,standard,1106,1106,50.27,10.434,9535,79.4,79.5,79.4,1.218,-641.4,6,22,14,6,5,73.5,1,0,False,none
F13,Upper_Wick:hi@p50,LONG,aligned,standard,1066,1066,48.45,10.057,26156,79.4,79.5,79.4,1.227,-538.6,6,22,14,6,5,73.5,2,0,False,none
F13,Volume_Ratio_10:hi@p70,SHORT,counter,standard,650,650,29.55,6.132,20543,79.4,79.7,79.4,1.221,-544.1,4,22,16,6,5,73.5,4,0,False,none
F13,Micro_TickIntensity:lo@p30,SHORT,counter,standard,647,647,29.41,6.104,33303,79.4,79.6,79.4,1.234,-410.0,5,22,15,6,5,73.5,1,0,False,none
F13,Micro_VolAccel:lo@p10,SHORT,counter,standard,481,481,21.86,4.538,5458,79.4,79.6,79.4,1.178,-315.7,5,22,15,6,5,73.5,1,0,False,none
F13,Session_High_Side:==-1,LONG,aligned,standard,1156,1156,52.55,10.906,76129,79.3,79.4,79.3,1.214,-613.3,6,22,14,6,5,73.5,1,0,False,none
F13,Volume:hi@p70,LONG,aligned,standard,1156,1156,52.55,10.906,13652,79.3,79.4,79.3,1.214,-613.3,6,22,14,6,5,73.5,1,0,False,none
F13,Micro_GarmanKlass:hi@p50,LONG,aligned,standard,1153,1153,52.41,10.877,24078,79.3,79.3,79.3,1.214,-613.3,6,22,14,6,5,73.5,1,0,False,none
F13,D2D_ATR:hi@p50,LONG,aligned,standard,1149,1149,52.23,10.84,23515,79.3,79.4,79.3,1.215,-613.3,6,22,14,6,5,73.5,1,0,False,none
F13,Bar_Range:hi@p60,LONG,aligned,standard,1142,1142,51.91,10.774,18798,79.3,79.4,79.3,1.212,-641.4,6,22,14,6,5,73.5,1,0,False,none
F13,Round_100_Dist_ATR:lo@p50,LONG,aligned,standard,1097,1097,49.86,10.349,28837,79.3,79.5,79.3,1.241,-641.4,6,22,14,6,5,73.5,2,0,False,none
F13,Micro_VolAccel:lo@p50,SHORT,counter,standard,858,858,39.0,8.094,39912,79.3,79.4,79.3,1.247,-501.5,5,22,14,6,6,73.5,2,0,False,none
F13,Session_High_Dist_ATR:lo@p20,SHORT,counter,standard,668,668,30.36,6.302,24160,79.3,79.6,79.3,1.304,-536.0,6,22,14,6,5,73.5,2,0,False,none
F13,ATR_1M:hi@p50,LONG,aligned,standard,1148,1148,52.18,10.83,23780,79.2,79.3,79.2,1.211,-613.3,6,22,14,6,5,73.5,1,0,False,none
F13,D2D_ATR:hi@p60,LONG,aligned,standard,1139,1139,51.77,10.745,18911,79.2,79.3,79.2,1.213,-613.3,6,22,14,6,5,73.5,1,0,False,none
F13,Micro_TickIntensity:hi@p50,SHORT,aligned,standard,1052,1052,47.82,9.925,31087,79.2,79.2,79.2,1.199,-409.0,4,22,15,6,6,73.5,2,0,False,none
F13,PrevDay_Low_Side:==1,SHORT,counter,standard,1003,1003,45.59,9.462,66380,79.2,79.3,79.2,1.217,-492.9,4,22,16,6,5,73.5,2,0,False,none
F13,VAH_Dist_ATR:lo@p40,LONG,counter,standard,867,867,39.41,8.179,41793,79.2,79.2,79.2,1.174,-638.7,5,22,14,6,6,73.5,1,0,False,none
F13,VA_Position:hi@p70,LONG,aligned,standard,696,696,31.64,6.566,22495,79.2,79.3,79.2,1.212,-389.7,5,22,16,6,4,73.5,1,0,False,none
F13,Sqz_Val:hi@p90,SHORT,counter,standard,691,691,31.41,6.519,8207,79.2,79.3,79.2,1.199,-404.8,6,22,14,6,5,73.5,1,0,False,none
F13,Micro_WickImbalance:hi@p70,SHORT,counter,standard,688,688,31.27,6.491,17383,79.2,79.2,79.2,1.291,-581.8,4,22,16,6,5,73.5,0,0,False,none
F13,D2D_ATR:hi@p70,LONG,aligned,standard,1105,1105,50.23,10.425,14502,79.1,79.2,79.1,1.213,-613.3,6,22,14,6,5,73.5,1,0,False,none
F13,KAMA_Slope:hi@p60,LONG,aligned,standard,1027,1027,46.68,9.689,48987,79.1,79.1,79.1,1.186,-554.5,5,22,15,6,5,73.5,1,0,False,none
F13,KAMA_Dist:hi@p70,LONG,aligned,standard,998,998,45.36,9.415,31978,79.1,79.2,79.1,1.205,-552.6,5,22,15,6,5,73.5,2,0,False,none
F13,WeeklyOpen_Dist_ATR:lo@p50,LONG,aligned,standard,890,890,40.45,8.396,29629,79.1,79.1,79.1,1.229,-613.3,6,22,14,6,5,73.5,0,0,False,none
F13,MultiDay_Position:hi@p50,LONG,aligned,standard,750,750,34.09,7.075,43451,79.1,79.3,79.1,1.211,-281.4,6,22,14,6,5,73.5,2,0,False,none
F13,AT_Slope_ST:hi@p90,SHORT,counter,standard,721,721,32.77,6.802,9108,79.1,79.3,79.1,1.222,-406.2,6,22,14,6,5,73.5,2,0,False,none
F13,Body_Size:hi@p99,SHORT,counter,standard,287,287,13.05,2.708,694,79.1,79.1,79.1,1.309,-283.8,5,22,14,6,6,73.5,0,0,False,none
F13,Micro_VolOfVol:hi@p97,SHORT,counter,standard,206,206,9.36,1.943,2129,79.1,79.1,79.1,1.236,-422.5,5,22,16,6,4,73.5,0,0,False,none
F13,VAL_Dist_ATR:lo@p20,LONG,counter,standard,662,662,30.09,6.245,24705,79.0,79.0,79.0,1.187,-381.5,6,22,14,6,5,73.5,1,0,False,none
F13,Micro_Lambda:hi@p90,SHORT,counter,standard,333,333,15.14,3.142,12856,79.0,79.0,79.0,1.282,-274.6,5,22,15,6,5,73.5,0,0,False,none
F13,KAMA_Slope:hi@p50,LONG,aligned,standard,1053,1053,47.86,9.934,62669,78.9,79.0,78.9,1.174,-543.6,5,22,15,6,5,73.5,1,0,False,none
F13,KAMA_Dist:hi@p50,LONG,aligned,standard,1049,1049,47.68,9.896,62225,78.9,79.0,78.9,1.175,-543.6,5,22,15,6,5,73.5,1,0,False,none
F13,PrevDay_Low_Dist_ATR:lo@p30,SHORT,counter,standard,684,684,31.09,6.453,16866,78.9,79.3,78.9,1.202,-456.8,5,22,14,6,6,73.5,4,0,False,none
F13,Efficiency_Ratio:hi@p70,LONG,counter,standard,677,677,30.77,6.387,20261,78.9,78.8,78.9,1.195,-472.5,6,22,13,6,6,73.5,2,1,False,none
F13,Micro_Amihud:lo@p30,LONG,aligned,standard,665,665,30.23,6.274,18310,78.9,79.1,78.9,1.313,-266.2,5,22,15,6,5,73.5,1,0,False,none
F13,ST_Flip_Event:==0,LONG,aligned,standard,1135,1135,51.59,10.708,73016,78.8,78.9,78.8,1.206,-634.8,6,22,14,6,5,73.5,2,0,False,none
F13,Micro_Amihud:lo@p50,SHORT,aligned,standard,953,953,43.32,8.991,32699,78.8,78.9,78.8,1.216,-255.6,5,22,14,6,6,73.5,2,1,False,none
F13,VWAP_Sigma_ATR:lo@p30,SHORT,counter,standard,759,759,34.5,7.16,22472,78.8,79.1,78.8,1.259,-620.9,5,22,15,6,5,73.5,3,0,False,none
F13,KAMA_Slope:hi@p60,SHORT,counter,standard,1048,1048,47.64,9.887,48987,78.7,78.9,78.7,1.233,-561.1,6,22,15,6,4,73.5,3,0,False,none
F13,Micro_BarEntropy:hi@p50,LONG,aligned,standard,941,941,42.77,8.877,34716,78.7,78.9,78.7,1.122,-445.8,6,22,15,6,4,73.5,2,0,False,none
F13,VA_Position:hi@p60,SHORT,counter,standard,840,840,38.18,7.925,29655,78.7,78.9,78.7,1.221,-492.9,5,22,15,6,5,73.5,4,0,False,none
F13,Micro_FailedBreak:hi@p95,SHORT,aligned,standard,230,230,10.45,2.17,3218,78.7,78.7,78.7,1.118,-306.0,4,22,15,6,6,73.5,0,0,False,none
F13,Micro_Lambda:lo@p50,SHORT,aligned,standard,1051,1051,47.77,9.915,34888,78.6,78.6,78.6,1.11,-370.9,5,22,14,6,6,73.5,2,1,False,none
F13,Round_100_Dist_ATR:lo@p20,SHORT,counter,standard,849,849,38.59,8.009,11622,78.6,78.7,78.6,1.226,-385.1,6,22,15,6,4,73.5,1,0,False,none
F13,VAL_Dist_ATR:lo@p50,SHORT,counter,standard,766,766,34.82,7.226,27496,78.6,78.9,78.6,1.164,-316.2,6,22,15,6,4,73.5,3,0,False,none
F13,ATR_1M:hi@p99,SHORT,counter,standard,248,248,11.27,2.34,782,78.6,78.9,78.6,1.33,-334.4,4,22,16,6,5,73.5,1,0,False,none
F13,PrevDay_High_Dist_ATR:lo@p40,SHORT,counter,standard,917,917,41.68,8.651,28874,78.5,78.8,78.5,1.189,-678.6,6,22,15,6,4,73.5,3,0,False,none
F13,KAMA_Slope:hi@p50,SHORT,counter,standard,1099,1099,49.95,10.368,62669,78.4,78.6,78.4,1.214,-561.1,5,22,15,6,5,73.5,3,0,False,none
F13,Micro_RangeVelocity:lo@p40,SHORT,counter,standard,867,867,39.41,8.179,26504,78.4,78.7,78.4,1.276,-324.2,5,22,15,6,5,73.5,3,0,False,none
F13,Micro_CSSpread:lo@p40,SHORT,aligned,standard,733,733,33.32,6.915,28847,78.4,78.4,78.4,1.124,-451.9,5,22,15,6,5,73.5,1,0,False,none
F13,WeeklyOpen_Dist_ATR:lo@p30,SHORT,counter,standard,709,709,32.23,6.689,19319,78.4,78.6,78.4,1.162,-713.3,4,22,15,6,6,73.5,2,0,False,none
F13,Micro_LogReturn:lo@p1,LONG,counter,standard,324,324,14.73,3.057,785,78.4,78.3,78.4,1.2,-269.0,5,22,16,6,4,73.5,1,1,False,none
F13,Round_1000_Dist_ATR:lo@p50,SHORT,counter,standard,1109,1109,50.41,10.462,28794,78.3,78.5,78.3,1.17,-492.9,5,22,15,6,5,73.5,4,0,False,none
F13,Volume_Avg_10:hi@p70,SHORT,counter,standard,1046,1046,47.55,9.868,13798,78.3,78.4,78.3,1.19,-416.0,5,22,14,6,6,73.5,2,0,False,none
F13,Micro_VolOfVol:hi@p50,SHORT,counter,standard,807,807,36.68,7.613,41034,78.3,78.5,78.3,1.221,-554.3,6,22,15,6,4,73.5,3,0,False,none
F13,Body_Size:hi@p80,SHORT,counter,standard,962,962,43.73,9.075,9769,78.2,78.3,78.2,1.156,-501.2,4,22,16,6,5,73.5,2,0,False,none
F13,PrevDay_Low_Dist_ATR:lo@p40,SHORT,counter,standard,832,832,37.82,7.849,22359,78.2,78.5,78.2,1.095,-651.1,5,22,16,6,4,73.5,4,0,False,none
F13,Slope_EMA_LT:hi@p50,SHORT,aligned,standard,541,541,24.59,5.104,32148,78.2,78.6,78.2,1.166,-298.7,5,22,15,6,5,73.5,4,1,False,none
F13,Micro_FailedBreak:hi@p50,SHORT,counter,standard,991,991,45.05,9.349,32407,78.1,78.3,78.1,1.264,-636.1,5,22,15,6,5,73.5,2,0,False,none
F13,Micro_RangeAccel:lo@p50,LONG,aligned,standard,925,925,42.05,8.726,39347,78.1,78.3,78.1,1.16,-452.5,6,22,14,6,5,73.5,3,0,False,none
F13,VWAP_Sigma_ATR:lo@p40,SHORT,counter,standard,845,845,38.41,7.972,29713,78.1,78.4,78.1,1.19,-670.4,6,22,15,6,4,73.5,3,0,False,none
F13,ADX_Rising:==1,SHORT,counter,standard,818,818,37.18,7.717,36257,78.1,78.5,78.1,1.245,-521.3,5,22,15,6,5,73.5,4,0,False,none
F13,OBVf_DirStepCount:lo@p30,LONG,aligned,standard,562,562,25.55,5.302,21878,78.1,78.1,78.1,1.366,-257.6,6,22,14,6,5,73.5,0,0,False,none
F13,EMA_Oscillator:hi@p80,SHORT,counter,standard,923,923,41.95,8.708,19832,78.0,78.1,78.0,1.205,-538.9,5,22,16,6,4,73.5,2,0,False,none
F13,Dist_To_PoC_ATR:lo@p50,SHORT,counter,standard,700,700,31.82,6.604,30314,78.0,78.2,78.0,1.14,-392.7,5,22,15,6,5,73.5,2,0,False,none
F13,OBVf_DirStepCount:lo@p40,LONG,aligned,standard,677,677,30.77,6.387,30121,78.0,78.1,78.0,1.24,-399.0,6,22,14,6,5,73.5,1,0,False,none
F13,Micro_Lambda:lo@p30,SHORT,counter,standard,751,751,34.14,7.085,20107,77.9,78.0,77.9,1.254,-410.7,5,22,16,6,4,73.5,2,0,False,none
F13,Micro_VPIN:lo@p40,LONG,aligned,standard,718,718,32.64,6.774,31326,77.9,78.1,77.9,1.292,-355.2,6,22,14,6,5,73.5,2,0,False,none
F13,KAMA_Slope:hi@p80,SHORT,counter,standard,824,824,37.45,7.774,22652,77.8,78.0,77.8,1.202,-476.5,5,22,16,6,4,73.5,3,0,False,none
F13,Micro_FailedBreak:hi@p60,SHORT,counter,standard,969,969,44.05,9.142,31409,77.7,77.9,77.7,1.256,-636.1,5,22,15,6,5,73.5,2,0,False,none
F13,Body_Size:lo@p50,SHORT,counter,standard,629,629,28.59,5.934,48393,77.7,77.7,77.7,1.312,-289.8,5,22,15,6,5,73.5,1,0,False,none
F13,Body_Size:lo@p50,LONG,aligned,standard,664,664,30.18,6.264,48393,77.6,77.8,77.6,1.21,-196.4,6,22,14,6,5,73.5,2,0,False,none
F13,Efficiency_Ratio:hi@p90,SHORT,counter,standard,277,277,12.59,2.613,6504,77.6,77.6,77.6,1.204,-279.7,5,22,16,6,4,73.5,0,0,False,none
F13,Micro_VolOfVol:hi@p90,SHORT,counter,standard,383,383,17.41,3.613,8133,77.5,78.0,77.5,1.162,-356.8,4,22,15,6,6,73.5,2,0,False,none
F13,Micro_Lambda:lo@p20,LONG,aligned,standard,660,660,30.0,6.226,13417,77.3,77.4,77.3,1.227,-210.9,6,22,14,6,5,73.5,1,0,False,none
F13,KAMA_Dist_ATR:hi@p70,SHORT,counter,standard,781,781,35.5,7.368,42772,77.1,77.2,77.1,1.239,-651.7,5,22,15,6,5,73.5,2,0,False,none
