# DOT committed-system per-trade table (spec B.2 open item 8)
# book=FROZEN ratified book (book50_signals.csv)
# dataset_rows=177251 range=2026.01.19 15:49 -> 2026.07.21 17:09
# population=FULL (BOOK F0+F1 plus gap fillers). BOOK-only = rows whose signal_name is not GAP_HURST/GAP_FB/GAP_D2D.
# oracle_sha256_12=518862bf19fb engine_sha256_12=bb498eb13ce3
signal_idx,signal_name,direction,lots,entry_bar,exit_bar,entry_time,exit_time,entry_price,exit_price,pnl,pnl_per_lot,exit_type,tiers,be_nudged,initial_risk
51,GAP_FB,LONG,1.0,44659,44661,2026.03.05 17:09,2026.03.05 17:11,48251.6,48346.2074006,91.6,91.6,BE,1,True,150.0
10,S_11_OBVf_Dir+VAL_Side+WeeklyOp,SHORT,1.0,44671,44673,2026.03.05 17:21,2026.03.05 17:23,48179.1,48161.0454126,15.1,15.1,BE,2,True,120.363916
10,S_11_OBVf_Dir+VAL_Side+WeeklyOp,SHORT,1.0,44674,44678,2026.03.05 17:24,2026.03.05 17:28,48122.6,48099.1429988,20.5,20.5,BE,1,True,150.0
10,S_11_OBVf_Dir+VAL_Side+WeeklyOp,SHORT,1.0,44678,44681,2026.03.05 17:28,2026.03.05 17:31,48077.6,48057.400685,17.2,17.2,BE,1,True,134.6621
11,S_12_Micro_IB+Micro_Vo+VWAP_Z,SHORT,1.0,44695,44697,2026.03.05 17:45,2026.03.05 17:47,48098.1,48075.6341922,19.5,19.5,BE,1,True,74.886026
46,S_47_Micro_Vo+Body_Siz+OR_Low_S,SHORT,1.0,44698,44700,2026.03.05 17:48,2026.03.05 17:50,48115.1,48094.722021199996,17.4,17.4,BE,2,True,67.926596
21,S_22_AT_Lookb+Sqz_Val+Micro_Ti,SHORT,1.0,44702,44705,2026.03.05 17:52,2026.03.05 17:55,48146.6,48128.4142232,15.2,15.2,BE,1,True,121.238512
47,S_48_Volume_R+Micro_Ro+Volume,SHORT,1.0,44704,44706,2026.03.05 17:54,2026.03.05 17:56,48126.6,48103.9838466,19.6,19.6,BE,1,True,150.0
42,S_43_AT_Slope+Micro_Mi+Upper_Wi,SHORT,1.0,44703,44709,2026.03.05 17:53,2026.03.05 17:59,48163.1,48096.273848,63.8,63.8,LF,6,True,55.68846
51,GAP_FB,LONG,1.0,44700,44716,2026.03.05 17:50,2026.03.05 18:06,48157.6,48007.6,-153.0,-153.0,SL,0,False,150.0
10,S_11_OBVf_Dir+VAL_Side+WeeklyOp,SHORT,1.0,44726,44730,2026.03.05 18:16,2026.03.05 18:20,47927.6,47900.32625,24.3,24.3,BE,1,True,150.0
11,S_12_Micro_IB+Micro_Vo+VWAP_Z,SHORT,1.0,44740,44741,2026.03.05 18:30,2026.03.05 18:31,47909.0,47951.207896,-45.2,-45.2,SL,0,False,42.207896
12,S_13_EMA_Osci+Micro_Hu+ADX_Valu,SHORT,1.0,44714,44749,2026.03.05 18:04,2026.03.05 18:39,48022.6,47973.7245436,45.9,45.9,LF,5,True,150.0
11,S_12_Micro_IB+Micro_Vo+VWAP_Z,SHORT,1.0,44755,44757,2026.03.05 18:45,2026.03.05 18:47,47970.5,47948.0802356,19.4,19.4,BE,1,True,74.732548
10,S_11_OBVf_Dir+VAL_Side+WeeklyOp,SHORT,1.0,44793,44797,2026.03.05 19:23,2026.03.05 19:27,47853.0,47821.6341504,28.4,28.4,LF,5,True,34.850944
11,S_12_Micro_IB+Micro_Vo+VWAP_Z,SHORT,1.0,44807,44813,2026.03.05 19:37,2026.03.05 19:43,47845.0,47807.8886626,34.1,34.1,BE,2,True,123.704458
10,S_11_OBVf_Dir+VAL_Side+WeeklyOp,SHORT,1.0,44802,44848,2026.03.05 19:32,2026.03.05 20:18,47765.5,47746.4684866,16.0,16.0,BE,1,True,126.876756
51,GAP_FB,LONG,1.0,44857,44861,2026.03.05 20:27,2026.03.05 20:31,47690.0,47747.073941,54.1,54.1,LF,3,True,126.83098
12,S_13_EMA_Osci+Micro_Hu+ADX_Valu,SHORT,1.0,44883,44885,2026.03.05 20:53,2026.03.05 20:55,47686.5,47672.2411644,11.3,11.3,BE,1,True,47.529452
41,S_42_Slope_EM+Micro_Th+ADX_Valu,SHORT,1.0,44887,44891,2026.03.05 20:57,2026.03.05 21:01,47697.0,47681.0043432,13.0,13.0,BE,1,True,53.318856
51,GAP_FB,LONG,1.0,44928,44931,2026.03.05 21:38,2026.03.05 21:41,47613.0,47655.4849086,39.5,39.5,BE,1,True,94.410908
21,S_22_AT_Lookb+Sqz_Val+Micro_Ti,SHORT,1.0,44933,44936,2026.03.05 21:43,2026.03.05 21:46,47637.5,47622.5569886,11.9,11.9,BE,1,True,99.620076
4,L_5_OBV_Macd+Sqz_Stat+RangeOsc,LONG,1.0,44942,44945,2026.03.05 21:52,2026.03.05 21:55,47673.0,47690.0896836,14.1,14.1,BE,1,True,56.965612
14,L_15_Bar_Rang+Micro_La+RangeOsc,LONG,1.25,44959,44961,2026.03.05 22:09,2026.03.05 22:11,47753.0,47785.8657608,37.3,29.9,BE,1,True,109.552536
1,L_2_Micro_Mo+Micro_Ra+AT_Regim,LONG,1.25,45001,45004,2026.03.05 22:51,2026.03.05 22:54,47900.5,47925.2505454,27.2,21.8,BE,1,True,82.501818
27,S_28_D2D_Dyna+Upper_Wi+VAH_Side,SHORT,1.0,45818,45867,2026.03.06 13:43,2026.03.06 14:32,47700.51,47679.0780624,18.4,18.4,BE,1,True,142.879584
51,GAP_FB,LONG,1.0,45929,45939,2026.03.06 15:34,2026.03.06 15:44,47627.51,47477.51,-153.0,-153.0,SL,0,False,150.0
10,S_11_OBVf_Dir+VAL_Side+WeeklyOp,SHORT,1.0,45940,45943,2026.03.06 15:45,2026.03.06 15:48,47416.51,47389.3423426,24.2,24.2,BE,1,True,150.0
11,S_12_Micro_IB+Micro_Vo+VWAP_Z,SHORT,1.0,45943,45946,2026.03.06 15:48,2026.03.06 15:51,47405.01,47377.5755622,24.4,24.4,BE,1,True,91.448126
13,S_14_Efficien+Micro_Ba+Body_Siz,SHORT,1.0,45946,45951,2026.03.06 15:51,2026.03.06 15:56,47338.01,47296.5022478,38.5,38.5,BE,1,True,150.0
10,S_11_OBVf_Dir+VAL_Side+WeeklyOp,SHORT,1.0,45949,45952,2026.03.06 15:54,2026.03.06 15:57,47309.01,47279.3133258,26.7,26.7,BE,1,True,150.0
11,S_12_Micro_IB+Micro_Vo+VWAP_Z,SHORT,1.0,45959,45962,2026.03.06 16:04,2026.03.06 16:07,47317.51,47296.7658184,17.7,17.7,BE,1,True,69.147272
51,GAP_FB,LONG,1.0,45966,45970,2026.03.06 16:11,2026.03.06 16:15,47294.51,47363.3674142,65.9,65.9,BE,1,True,150.0
27,S_28_D2D_Dyna+Upper_Wi+VAH_Side,SHORT,1.0,45986,45989,2026.03.06 16:31,2026.03.06 16:34,47185.2,47140.2,42.0,42.0,BE,1,True,150.0
51,GAP_FB,LONG,1.0,45993,45999,2026.03.06 16:38,2026.03.06 16:44,47095.7,47189.8465304,91.1,91.1,BE,2,True,150.0
11,S_12_Micro_IB+Micro_Vo+VWAP_Z,SHORT,1.0,46005,46008,2026.03.06 16:50,2026.03.06 16:53,47074.2,47046.205942199995,25.0,25.0,BE,1,True,93.313526
10,S_11_OBVf_Dir+VAL_Side+WeeklyOp,SHORT,1.0,46002,46011,2026.03.06 16:47,2026.03.06 16:56,47034.7,47002.46419599999,29.2,29.2,BE,1,True,107.45268
51,GAP_FB,LONG,1.0,46011,46013,2026.03.06 16:56,2026.03.06 16:58,47026.2,47074.496190599995,45.3,45.3,BE,1,True,107.324868
15,L_16_D2D_ATR+AT_Slope+Bars_Sin,LONG,1.25,46015,46017,2026.03.06 17:00,2026.03.06 17:02,47185.2,47230.2,52.5,42.0,BE,1,True,150.0
16,L_17_AT_Lookb+AT_Slope+Micro_Ro,LONG,1.25,46015,46017,2026.03.06 17:00,2026.03.06 17:02,47185.2,47230.2,52.5,42.0,BE,1,True,150.0
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.25,46015,46017,2026.03.06 17:00,2026.03.06 17:02,47185.2,47230.2,52.5,42.0,BE,1,True,150.0
18,L_19_D2D_ATR_+AT_Slope+Micro_Vo,LONG,1.25,46015,46017,2026.03.06 17:00,2026.03.06 17:02,47185.2,47230.2,52.5,42.0,BE,1,True,150.0
23,L_24_Bars_Sin+PrevDay_+OR_Low_S,LONG,1.25,46015,46017,2026.03.06 17:00,2026.03.06 17:02,47185.2,47230.2,52.5,42.0,BE,1,True,150.0
24,L_25_Bars_Sin+Volume_A+Session_,LONG,1.25,46015,46017,2026.03.06 17:00,2026.03.06 17:02,47185.2,47230.2,52.5,42.0,BE,1,True,150.0
7,L_8_OBV_Macd+Micro_Mi+Micro_Ro,LONG,1.25,46016,46018,2026.03.06 17:01,2026.03.06 17:03,47194.2,47239.2,52.5,42.0,BE,1,True,150.0
9,L_10_OBV_Macd+Micro_La+Micro_Ro,LONG,1.25,46016,46018,2026.03.06 17:01,2026.03.06 17:03,47194.2,47239.2,52.5,42.0,BE,1,True,150.0
28,L_29_Slope_EM+Micro_HL+Micro_Re,LONG,1.25,46016,46018,2026.03.06 17:01,2026.03.06 17:03,47194.2,47239.2,52.5,42.0,BE,1,True,150.0
29,L_30_Slope_EM+Micro_HL+Micro_Or,LONG,1.25,46016,46018,2026.03.06 17:01,2026.03.06 17:03,47194.2,47239.2,52.5,42.0,BE,1,True,150.0
34,L_35_AT_Slope+Micro_Au+D2D_DirS,LONG,1.25,46016,46018,2026.03.06 17:01,2026.03.06 17:03,47194.2,47239.2,52.5,42.0,BE,1,True,150.0
35,L_36_AT_Slope+Momentum+AT_Regim,LONG,1.25,46016,46018,2026.03.06 17:01,2026.03.06 17:03,47194.2,47239.2,52.5,42.0,BE,1,True,150.0
15,L_16_D2D_ATR+AT_Slope+Bars_Sin,LONG,1.25,46017,46021,2026.03.06 17:02,2026.03.06 17:06,47199.2,47243.751516799995,51.9,41.6,BE,1,True,148.505056
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.25,46017,46021,2026.03.06 17:02,2026.03.06 17:06,47199.2,47243.751516799995,51.9,41.6,BE,1,True,148.505056
18,L_19_D2D_ATR_+AT_Slope+Micro_Vo,LONG,1.25,46017,46021,2026.03.06 17:02,2026.03.06 17:06,47199.2,47243.751516799995,51.9,41.6,BE,1,True,148.505056
23,L_24_Bars_Sin+PrevDay_+OR_Low_S,LONG,1.25,46017,46021,2026.03.06 17:02,2026.03.06 17:06,47199.2,47243.751516799995,51.9,41.6,BE,1,True,148.505056
37,L_38_AT_Slope+Micro_Vo+Volume,LONG,1.25,46017,46021,2026.03.06 17:02,2026.03.06 17:06,47199.2,47243.751516799995,51.9,41.6,BE,1,True,148.505056
43,L_44_Micro_Re+AT_Regim+PrevDay_,LONG,1.25,46017,46021,2026.03.06 17:02,2026.03.06 17:06,47199.2,47243.751516799995,51.9,41.6,BE,1,True,148.505056
35,L_36_AT_Slope+Momentum+AT_Regim,LONG,1.25,46020,46022,2026.03.06 17:05,2026.03.06 17:07,47179.2,47224.2,52.5,42.0,BE,1,True,150.0
15,L_16_D2D_ATR+AT_Slope+Bars_Sin,LONG,1.0,46021,46029,2026.03.06 17:06,2026.03.06 17:14,47230.7,47275.7,42.0,42.0,BE,1,True,150.0
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.0,46021,46029,2026.03.06 17:06,2026.03.06 17:14,47230.7,47275.7,42.0,42.0,BE,1,True,150.0
18,L_19_D2D_ATR_+AT_Slope+Micro_Vo,LONG,1.0,46021,46029,2026.03.06 17:06,2026.03.06 17:14,47230.7,47275.7,42.0,42.0,BE,1,True,150.0
23,L_24_Bars_Sin+PrevDay_+OR_Low_S,LONG,1.0,46021,46029,2026.03.06 17:06,2026.03.06 17:14,47230.7,47275.7,42.0,42.0,BE,1,True,150.0
37,L_38_AT_Slope+Micro_Vo+Volume,LONG,1.0,46021,46029,2026.03.06 17:06,2026.03.06 17:14,47230.7,47275.7,42.0,42.0,BE,1,True,150.0
44,L_45_Micro_Mi+AT_Regim+OR_Low_S,LONG,1.0,46021,46029,2026.03.06 17:06,2026.03.06 17:14,47230.7,47275.7,42.0,42.0,BE,1,True,150.0
4,L_5_OBV_Macd+Sqz_Stat+RangeOsc,LONG,2.0,46028,46036,2026.03.06 17:13,2026.03.06 17:21,47270.2,47303.7773752,61.2,30.6,BE,1,True,150.0
7,L_8_OBV_Macd+Micro_Mi+Micro_Ro,LONG,2.0,46028,46036,2026.03.06 17:13,2026.03.06 17:21,47270.2,47303.7773752,61.2,30.6,BE,1,True,150.0
16,L_17_AT_Lookb+AT_Slope+Micro_Ro,LONG,2.0,46028,46036,2026.03.06 17:13,2026.03.06 17:21,47270.2,47303.7773752,61.2,30.6,BE,1,True,150.0
31,L_32_Slope_Ac+Sqz_Stat+RangeOsc,LONG,2.0,46028,46036,2026.03.06 17:13,2026.03.06 17:21,47270.2,47303.7773752,61.2,30.6,BE,1,True,150.0
35,L_36_AT_Slope+Momentum+AT_Regim,LONG,2.0,46028,46036,2026.03.06 17:13,2026.03.06 17:21,47270.2,47303.7773752,61.2,30.6,BE,1,True,150.0
9,L_10_OBV_Macd+Micro_La+Micro_Ro,LONG,1.25,46029,46036,2026.03.06 17:14,2026.03.06 17:21,47276.2,47306.7671374,34.5,27.6,BE,1,True,150.0
33,L_34_Slope_Ac+Micro_Ti+PrevDay_,LONG,1.25,46035,46037,2026.03.06 17:20,2026.03.06 17:22,47287.2,47303.4450876,16.6,13.2,BE,2,True,54.150292
6,L_7_OBV_Macd+Micro_Lo+Micro_Re,LONG,1.0,46038,46041,2026.03.06 17:23,2026.03.06 17:26,47329.7,47356.830924199996,24.1,24.1,BE,1,True,90.436414
33,L_34_Slope_Ac+Micro_Ti+PrevDay_,LONG,1.0,46039,46041,2026.03.06 17:24,2026.03.06 17:26,47325.7,47347.5730594,18.9,18.9,BE,1,True,72.910198
31,L_32_Slope_Ac+Sqz_Stat+RangeOsc,LONG,1.0,46042,46044,2026.03.06 17:27,2026.03.06 17:29,47299.7,47327.6987138,25.0,25.0,BE,1,True,93.329046
48,L_49___F1_0+__F1_0+__F1_0,LONG,1.0,46042,46044,2026.03.06 17:27,2026.03.06 17:29,47299.7,47327.6987138,25.0,25.0,BE,1,True,93.329046
33,L_34_Slope_Ac+Micro_Ti+PrevDay_,LONG,1.0,46049,46054,2026.03.06 17:34,2026.03.06 17:39,47398.7,47417.967131,16.3,16.3,LF,3,True,128.44754
33,L_34_Slope_Ac+Micro_Ti+PrevDay_,LONG,2.0,46058,46060,2026.03.06 17:43,2026.03.06 17:45,47382.2,47401.785708799995,33.2,16.6,BE,1,True,65.285696
33,L_34_Slope_Ac+Micro_Ti+PrevDay_,LONG,1.0,46061,46066,2026.03.06 17:46,2026.03.06 17:51,47363.7,47294.692894,-72.0,-72.0,SL,0,False,69.007106
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.0,46070,46073,2026.03.06 17:55,2026.03.06 17:58,47413.2,47456.0303076,39.8,39.8,BE,1,True,150.0
18,L_19_D2D_ATR_+AT_Slope+Micro_Vo,LONG,1.0,46070,46073,2026.03.06 17:55,2026.03.06 17:58,47413.2,47456.0303076,39.8,39.8,BE,1,True,150.0
34,L_35_AT_Slope+Micro_Au+D2D_DirS,LONG,1.0,46070,46073,2026.03.06 17:55,2026.03.06 17:58,47413.2,47456.0303076,39.8,39.8,BE,1,True,150.0
37,L_38_AT_Slope+Micro_Vo+Volume,LONG,1.0,46070,46073,2026.03.06 17:55,2026.03.06 17:58,47413.2,47456.0303076,39.8,39.8,BE,1,True,150.0
45,L_46_Micro_En+Micro_HL+OR_Low_S,LONG,1.0,46077,46079,2026.03.06 18:02,2026.03.06 18:04,47482.7,47499.9567098,14.3,14.3,BE,1,True,57.522366
44,L_45_Micro_Mi+AT_Regim+OR_Low_S,LONG,1.0,46086,46092,2026.03.06 18:11,2026.03.06 18:17,47404.7,47420.3870996,12.7,12.7,BE,2,True,52.290332
43,L_44_Micro_Re+AT_Regim+PrevDay_,LONG,1.0,46088,46092,2026.03.06 18:13,2026.03.06 18:17,47387.2,47403.224156799995,13.0,13.0,LF,3,True,53.413856
1,L_2_Micro_Mo+Micro_Ra+AT_Regim,LONG,1.0,46089,46092,2026.03.06 18:14,2026.03.06 18:17,47372.2,47411.7525952,36.6,36.6,LF,5,True,43.947328
45,L_46_Micro_En+Micro_HL+OR_Low_S,LONG,1.0,46089,46092,2026.03.06 18:14,2026.03.06 18:17,47372.2,47411.7525952,36.6,36.6,LF,5,True,43.947328
30,L_31_Slope_EM+Micro_Ra+D2D_DirS,LONG,1.0,46090,46092,2026.03.06 18:15,2026.03.06 18:17,47388.2,47403.006266,11.8,11.8,LF,3,True,98.70844
28,L_29_Slope_EM+Micro_HL+Micro_Re,LONG,1.25,46091,46094,2026.03.06 18:16,2026.03.06 18:19,47392.7,47417.3556422,27.1,21.7,BE,1,True,82.185474
29,L_30_Slope_EM+Micro_HL+Micro_Or,LONG,1.25,46091,46094,2026.03.06 18:16,2026.03.06 18:19,47392.7,47417.3556422,27.1,21.7,BE,1,True,82.185474
43,L_44_Micro_Re+AT_Regim+PrevDay_,LONG,1.25,46092,46094,2026.03.06 18:17,2026.03.06 18:19,47375.7,47400.24858,26.9,21.5,BE,1,True,81.8286
30,L_31_Slope_EM+Micro_Ra+D2D_DirS,LONG,1.25,46095,46112,2026.03.06 18:20,2026.03.06 18:37,47389.7,47421.907988,36.5,29.2,BE,1,True,107.35996
41,S_42_Slope_EM+Micro_Th+ADX_Valu,SHORT,1.0,46146,46150,2026.03.06 19:11,2026.03.06 19:15,47329.7,47316.958183999996,9.7,9.7,BE,1,True,42.47272
46,S_47_Micro_Vo+Body_Siz+OR_Low_S,SHORT,1.0,46148,46150,2026.03.06 19:13,2026.03.06 19:15,47332.2,47319.4006506,9.8,9.8,BE,2,True,42.664498
12,S_13_EMA_Osci+Micro_Hu+ADX_Valu,SHORT,1.0,46150,46152,2026.03.06 19:15,2026.03.06 19:17,47325.7,47312.176557399995,10.5,10.5,BE,2,True,45.078142
46,S_47_Micro_Vo+Body_Siz+OR_Low_S,SHORT,1.0,46150,46152,2026.03.06 19:15,2026.03.06 19:17,47325.7,47312.176557399995,10.5,10.5,BE,2,True,45.078142
41,S_42_Slope_EM+Micro_Th+ADX_Valu,SHORT,1.0,46154,46161,2026.03.06 19:19,2026.03.06 19:26,47365.2,47341.8922206,20.3,20.3,BE,1,True,77.692598
49,L_50___F1_1+__F1_1+__F1_1,LONG,1.25,46164,46169,2026.03.06 19:29,2026.03.06 19:34,47349.2,47369.3825276,21.5,17.2,BE,1,True,67.275092
12,S_13_EMA_Osci+Micro_Hu+ADX_Valu,SHORT,1.0,46172,46174,2026.03.06 19:37,2026.03.06 19:39,47291.7,47270.9540562,17.7,17.7,BE,1,True,69.153146
12,S_13_EMA_Osci+Micro_Hu+ADX_Valu,SHORT,1.0,46174,46180,2026.03.06 19:39,2026.03.06 19:45,47286.7,47269.4488852,14.3,14.3,LF,3,True,57.503716
46,S_47_Micro_Vo+Body_Siz+OR_Low_S,SHORT,1.0,46174,46180,2026.03.06 19:39,2026.03.06 19:45,47286.7,47269.4488852,14.3,14.3,LF,3,True,57.503716
45,L_46_Micro_En+Micro_HL+OR_Low_S,LONG,1.25,46194,46198,2026.03.06 19:59,2026.03.06 20:03,47328.2,47407.890068,95.9,76.7,LF,8,True,44.27226
48,L_49___F1_0+__F1_0+__F1_0,LONG,1.25,46198,46202,2026.03.06 20:03,2026.03.06 20:07,47400.2,47423.7924182,25.7,20.6,BE,1,True,78.641394
14,L_15_Bar_Rang+Micro_La+RangeOsc,LONG,1.0,46205,46210,2026.03.06 20:10,2026.03.06 20:15,47433.2,47510.277391999996,74.1,74.1,LF,7,True,51.384928
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.0,46224,46227,2026.03.06 20:29,2026.03.06 20:32,47433.2,47453.059695799995,16.9,16.9,BE,1,True,132.397972
44,L_45_Micro_Mi+AT_Regim+OR_Low_S,LONG,1.0,46224,46227,2026.03.06 20:29,2026.03.06 20:32,47433.2,47453.059695799995,16.9,16.9,BE,1,True,132.397972
43,L_44_Micro_Re+AT_Regim+PrevDay_,LONG,1.0,46227,46232,2026.03.06 20:32,2026.03.06 20:37,47437.7,47367.291238,-73.4,-73.4,SL,0,False,70.408762
28,L_29_Slope_EM+Micro_HL+Micro_Re,LONG,1.0,46229,46232,2026.03.06 20:34,2026.03.06 20:37,47435.2,47386.223829999995,-52.0,-52.0,SL,0,False,48.97617
29,L_30_Slope_EM+Micro_HL+Micro_Or,LONG,1.0,46229,46232,2026.03.06 20:34,2026.03.06 20:37,47435.2,47386.223829999995,-52.0,-52.0,SL,0,False,48.97617
51,GAP_FB,LONG,1.0,46238,46263,2026.03.06 20:43,2026.03.06 21:08,47411.2,47466.6229054,52.4,52.4,BE,1,True,123.162012
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.0,46284,46286,2026.03.06 21:29,2026.03.06 21:31,47483.7,47495.7279744,9.0,9.0,BE,2,True,80.186496
43,L_44_Micro_Re+AT_Regim+PrevDay_,LONG,1.0,46284,46286,2026.03.06 21:29,2026.03.06 21:31,47483.7,47495.7279744,9.0,9.0,BE,2,True,80.186496
51,GAP_FB,LONG,1.0,46355,46356,2026.03.06 22:40,2026.03.06 22:41,47524.7,47520.7,-7.0,-7.0,FC,0,False,150.0
11,S_12_Micro_IB+Micro_Vo+VWAP_Z,SHORT,1.0,46665,46668,2026.03.09 05:05,2026.03.09 05:08,46389.81,46372.115893199996,14.7,14.7,BE,1,True,58.980356
39,S_40_Slope_Ac+Micro_Or+PoC_Side,SHORT,1.0,46665,46668,2026.03.09 05:05,2026.03.09 05:08,46389.81,46372.115893199996,14.7,14.7,BE,1,True,58.980356
25,L_26_Bars_Sin+Slope_Ac+Micro_VP,LONG,1.25,46725,46728,2026.03.09 06:05,2026.03.09 06:08,46458.31,46468.3624222,8.8,7.1,BE,1,True,67.016148
31,L_32_Slope_Ac+Sqz_Stat+RangeOsc,LONG,1.25,46725,46728,2026.03.09 06:05,2026.03.09 06:08,46458.31,46468.3624222,8.8,7.1,BE,1,True,67.016148
28,L_29_Slope_EM+Micro_HL+Micro_Re,LONG,1.0,47135,47137,2026.03.09 12:55,2026.03.09 12:57,46981.91,46998.335608400004,13.4,13.4,BE,1,True,109.504056
43,L_44_Micro_Re+AT_Regim+PrevDay_,LONG,1.0,47135,47137,2026.03.09 12:55,2026.03.09 12:57,46981.91,46998.335608400004,13.4,13.4,BE,1,True,109.504056
29,L_30_Slope_EM+Micro_HL+Micro_Or,LONG,1.0,47136,47138,2026.03.09 12:56,2026.03.09 12:58,46979.91,46994.1704562,11.3,11.3,BE,1,True,47.534854
0,L_1_KAMA_Dis+Micro_Wi+OR_High_,LONG,1.25,47249,47252,2026.03.09 14:49,2026.03.09 14:52,46881.91,46897.7822422,16.1,12.9,BE,1,True,52.907474
2,L_3_KAMA_Dis+Micro_Wi+PrevDay_,LONG,1.25,47249,47252,2026.03.09 14:49,2026.03.09 14:52,46881.91,46897.7822422,16.1,12.9,BE,1,True,52.907474
12,S_13_EMA_Osci+Micro_Hu+ADX_Valu,SHORT,1.0,47358,47363,2026.03.09 16:38,2026.03.09 16:43,46883.1,46858.5036666,21.6,21.6,LF,3,True,150.0
12,S_13_EMA_Osci+Micro_Hu+ADX_Valu,SHORT,1.0,47379,47396,2026.03.09 16:59,2026.03.09 17:16,46796.1,46722.3881244,70.7,70.7,LF,5,True,150.0
47,S_48_Volume_R+Micro_Ro+Volume,SHORT,1.0,47399,47401,2026.03.09 17:19,2026.03.09 17:21,46732.1,46704.5792006,24.5,24.5,BE,1,True,150.0
40,S_41_AT_Slope+Sqz_Val+Micro_CS,SHORT,1.0,47400,47402,2026.03.09 17:20,2026.03.09 17:22,46733.6,46707.9561962,22.6,22.6,BE,2,True,85.479346
48,L_49___F1_0+__F1_0+__F1_0,LONG,2.0,47412,47415,2026.03.09 17:32,2026.03.09 17:35,46791.6,46815.1929588,41.2,20.6,BE,1,True,78.643196
22,L_23_VWAP_Dis+D2D_Sign+VWAP_Sid,LONG,1.0,47402,47417,2026.03.09 17:22,2026.03.09 17:37,46833.1,46878.1,42.0,42.0,BE,1,True,150.0
26,L_27_Round_50+DailyOpe+OR_Low_S,LONG,1.0,47402,47417,2026.03.09 17:22,2026.03.09 17:37,46833.1,46878.1,42.0,42.0,BE,1,True,150.0
14,L_15_Bar_Rang+Micro_La+RangeOsc,LONG,1.25,47417,47419,2026.03.09 17:37,2026.03.09 17:39,46854.6,46881.782856599995,30.2,24.2,BE,1,True,90.609522
0,L_1_KAMA_Dis+Micro_Wi+OR_High_,LONG,1.25,47407,47474,2026.03.09 17:27,2026.03.09 18:34,46720.1,47098.865479399996,469.7,375.8,LF,13,True,114.777418
2,L_3_KAMA_Dis+Micro_Wi+PrevDay_,LONG,1.25,47407,47474,2026.03.09 17:27,2026.03.09 18:34,46720.1,47098.865479399996,469.7,375.8,LF,13,True,114.777418
49,L_50___F1_1+__F1_1+__F1_1,LONG,1.25,47407,47474,2026.03.09 17:27,2026.03.09 18:34,46720.1,47098.865479399996,469.7,375.8,LF,13,True,114.777418
51,GAP_FB,LONG,1.0,47485,47499,2026.03.09 18:45,2026.03.09 18:59,47086.6,47169.2576722,79.7,79.7,BE,1,True,150.0
51,GAP_FB,LONG,1.0,47503,47514,2026.03.09 19:03,2026.03.09 19:14,47113.1,47199.4235,83.3,83.3,BE,1,True,150.0
50,GAP_HURST,LONG,1.0,47535,47544,2026.03.09 19:35,2026.03.09 19:44,47201.6,47268.1485074,63.5,63.5,BE,1,True,147.885572
51,GAP_FB,LONG,1.0,47590,47613,2026.03.09 20:30,2026.03.09 20:53,47046.6,47082.0888774,32.5,32.5,BE,1,True,78.864172
50,GAP_HURST,LONG,1.0,47706,47709,2026.03.09 22:26,2026.03.09 22:29,47611.5,47725.5256368,111.0,111.0,BE,1,True,150.0
50,GAP_HURST,LONG,1.0,47721,47723,2026.03.09 22:41,2026.03.09 22:43,47718.5,47847.0923654,125.6,125.6,BE,1,True,142.880406
18,L_19_D2D_ATR_+AT_Slope+Micro_Vo,LONG,1.0,47749,47758,2026.03.09 23:09,2026.03.09 23:18,47647.98,47600.412796000004,-50.6,-50.6,SL,0,False,47.567204
49,L_50___F1_1+__F1_1+__F1_1,LONG,1.0,47749,47758,2026.03.09 23:09,2026.03.09 23:18,47647.98,47600.412796000004,-50.6,-50.6,SL,0,False,47.567204
4,L_5_OBV_Macd+Sqz_Stat+RangeOsc,LONG,1.0,48694,48696,2026.03.10 16:09,2026.03.10 16:11,47650.71,47662.2770598,8.6,8.6,BE,1,True,77.113732
31,L_32_Slope_Ac+Sqz_Stat+RangeOsc,LONG,1.0,48694,48696,2026.03.10 16:09,2026.03.10 16:11,47650.71,47662.2770598,8.6,8.6,BE,1,True,77.113732
25,L_26_Bars_Sin+Slope_Ac+Micro_VP,LONG,1.0,48707,48710,2026.03.10 16:22,2026.03.10 16:25,47644.71,47665.18617,17.5,17.5,LF,4,True,34.12695
31,L_32_Slope_Ac+Sqz_Stat+RangeOsc,LONG,1.0,48707,48710,2026.03.10 16:22,2026.03.10 16:25,47644.71,47665.18617,17.5,17.5,LF,4,True,34.12695
26,L_27_Round_50+DailyOpe+OR_Low_S,LONG,1.25,48718,48720,2026.03.10 16:33,2026.03.10 16:35,47620.4,47665.4,52.5,42.0,BE,2,True,150.0
31,L_32_Slope_Ac+Sqz_Stat+RangeOsc,LONG,1.25,48718,48720,2026.03.10 16:33,2026.03.10 16:35,47620.4,47665.4,52.5,42.0,BE,2,True,150.0
