# DOT committed-system per-trade table (spec B.2 open item 8)
# book=FROZEN ratified book (book50_signals.csv)
# dataset_rows=177251 range=2026.01.19 15:49 -> 2026.07.21 17:09
# population=FULL (BOOK F0+F1 plus gap fillers). BOOK-only = rows whose signal_name is not GAP_HURST/GAP_FB/GAP_D2D.
# oracle_sha256_12=518862bf19fb engine_sha256_12=bb498eb13ce3
signal_idx,signal_name,direction,lots,entry_bar,exit_bar,entry_time,exit_time,entry_price,exit_price,pnl,pnl_per_lot,exit_type,tiers,be_nudged,initial_risk
51,GAP_FB,LONG,1.0,61177,61185,2026.03.23 19:28,2026.03.23 19:36,46208.0,46260.198551,49.2,49.2,BE,2,True,115.99678
21,S_22_AT_Lookb+Sqz_Val+Micro_Ti,SHORT,1.0,61185,61189,2026.03.23 19:36,2026.03.23 19:40,46232.0,46217.5968788,11.4,11.4,BE,1,True,96.020808
47,S_48_Volume_R+Micro_Ro+Volume,SHORT,1.0,61189,61192,2026.03.23 19:40,2026.03.23 19:43,46237.0,46217.7723124,16.2,16.2,BE,1,True,64.092292
21,S_22_AT_Lookb+Sqz_Val+Micro_Ti,SHORT,1.0,61192,61194,2026.03.23 19:43,2026.03.23 19:45,46224.5,46208.5490438,13.0,13.0,BE,1,True,106.339708
38,S_39_Slope_Ac+Sqz_Val+Micro_CS,SHORT,1.0,61195,61207,2026.03.23 19:46,2026.03.23 19:58,46232.5,46195.9073926,33.6,33.6,BE,1,True,150.0
51,GAP_FB,LONG,1.0,61207,61210,2026.03.23 19:58,2026.03.23 20:01,46237.0,46315.894711,75.9,75.9,BE,1,True,150.0
51,GAP_FB,LONG,1.0,61216,61219,2026.03.23 20:07,2026.03.23 20:10,46228.0,46295.758975,64.8,64.8,BE,2,True,150.0
21,S_22_AT_Lookb+Sqz_Val+Micro_Ti,SHORT,1.0,61222,61226,2026.03.23 20:13,2026.03.23 20:17,46254.0,46177.7082222,73.3,73.3,LF,9,True,36.329418
51,GAP_FB,LONG,1.0,61234,61240,2026.03.23 20:25,2026.03.23 20:31,46219.5,46308.8529342,86.4,86.4,BE,1,True,150.0
25,L_26_Bars_Sin+Slope_Ac+Micro_VP,LONG,1.0,61242,61248,2026.03.23 20:33,2026.03.23 20:39,46333.5,46378.0074354,41.5,41.5,BE,2,True,150.0
21,S_22_AT_Lookb+Sqz_Val+Micro_Ti,SHORT,1.0,61606,61609,2026.03.24 03:52,2026.03.24 03:55,46097.81,46086.025631,8.8,8.8,BE,1,True,39.28123
38,S_39_Slope_Ac+Sqz_Val+Micro_CS,SHORT,1.0,61606,61609,2026.03.24 03:52,2026.03.24 03:55,46097.81,46086.025631,8.8,8.8,BE,1,True,39.28123
25,L_26_Bars_Sin+Slope_Ac+Micro_VP,LONG,1.0,61706,61708,2026.03.24 05:32,2026.03.24 05:34,46012.81,46018.959986199996,3.1,3.1,BE,1,True,20.499954
31,L_32_Slope_Ac+Sqz_Stat+RangeOsc,LONG,1.0,61706,61708,2026.03.24 05:32,2026.03.24 05:34,46012.81,46018.959986199996,3.1,3.1,BE,1,True,20.499954
25,L_26_Bars_Sin+Slope_Ac+Micro_VP,LONG,1.25,61710,61713,2026.03.24 05:36,2026.03.24 05:39,46024.81,46036.7296342,11.1,8.9,BE,1,True,39.732114
31,L_32_Slope_Ac+Sqz_Stat+RangeOsc,LONG,1.25,61710,61713,2026.03.24 05:36,2026.03.24 05:39,46024.81,46036.7296342,11.1,8.9,BE,1,True,39.732114
25,L_26_Bars_Sin+Slope_Ac+Micro_VP,LONG,1.0,61715,61719,2026.03.24 05:41,2026.03.24 05:45,46021.81,46030.234522,5.4,5.4,BE,1,True,56.16348
31,L_32_Slope_Ac+Sqz_Stat+RangeOsc,LONG,1.0,61715,61719,2026.03.24 05:41,2026.03.24 05:45,46021.81,46030.234522,5.4,5.4,BE,1,True,56.16348
46,S_47_Micro_Vo+Body_Siz+OR_Low_S,SHORT,1.0,62364,62366,2026.03.24 16:30,2026.03.24 16:32,45865.6,45832.2688744,30.3,30.3,BE,1,True,111.103752
46,S_47_Micro_Vo+Body_Siz+OR_Low_S,SHORT,1.0,62369,62371,2026.03.24 16:35,2026.03.24 16:37,45893.6,45867.1513664,23.4,23.4,BE,1,True,88.162112
51,GAP_FB,LONG,1.0,62386,62392,2026.03.24 16:52,2026.03.24 16:58,45862.6,45957.9117262,92.3,92.3,BE,1,True,150.0
51,GAP_FB,LONG,1.0,62392,62395,2026.03.24 16:58,2026.03.24 17:01,45888.6,45981.2238456,89.6,89.6,BE,2,True,102.915384
13,S_14_Efficien+Micro_Ba+Body_Siz,SHORT,1.0,62394,62397,2026.03.24 17:00,2026.03.24 17:03,45938.6,45899.9462318,35.7,35.7,BE,1,True,128.845894
45,L_46_Micro_En+Micro_HL+OR_Low_S,LONG,1.25,62405,62407,2026.03.24 17:11,2026.03.24 17:13,46056.1,46008.89933,-62.8,-50.2,SL,0,False,47.20067
31,L_32_Slope_Ac+Sqz_Stat+RangeOsc,LONG,1.0,62410,62412,2026.03.24 17:16,2026.03.24 17:18,45964.6,46004.634865,37.0,37.0,BE,1,True,133.44955
3,L_4_Micro_VP+Volume+ST_Flip_,LONG,1.0,62414,62416,2026.03.24 17:20,2026.03.24 17:22,46027.6,46045.4608936,14.9,14.9,BE,1,True,59.536312
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.0,62414,62416,2026.03.24 17:20,2026.03.24 17:22,46027.6,46045.4608936,14.9,14.9,BE,1,True,59.536312
44,L_45_Micro_Mi+AT_Regim+OR_Low_S,LONG,1.0,62419,62423,2026.03.24 17:25,2026.03.24 17:29,46023.6,46075.2056316,48.6,48.6,LF,4,True,86.009386
50,GAP_HURST,LONG,1.0,62455,62476,2026.03.24 18:01,2026.03.24 18:22,46301.6,46436.6,132.0,132.0,BE,1,True,150.0
25,L_26_Bars_Sin+Slope_Ac+Micro_VP,LONG,1.25,62484,62486,2026.03.24 18:30,2026.03.24 18:32,46370.6,46383.9377534,12.9,10.3,BE,1,True,44.459178
22,L_23_VWAP_Dis+D2D_Sign+VWAP_Sid,LONG,1.0,62630,62633,2026.03.24 20:56,2026.03.24 20:59,46201.6,46243.5655516,39.0,39.0,BE,1,True,150.0
14,L_15_Bar_Rang+Micro_La+RangeOsc,LONG,1.25,62676,62688,2026.03.24 21:42,2026.03.24 21:54,46291.1,46324.426877,37.9,30.3,BE,1,True,111.08959
5,L_6_Micro_Or+Session_+ADX_Valu,LONG,1.25,62775,62781,2026.03.24 23:21,2026.03.24 23:27,46347.78,46482.78,165.0,132.0,LF,5,True,150.0
18,L_19_D2D_ATR_+AT_Slope+Micro_Vo,LONG,1.0,62803,62813,2026.03.24 23:49,2026.03.25 01:14,46432.28,46449.4837478,14.2,14.2,LF,3,True,114.691652
34,L_35_AT_Slope+Micro_Au+D2D_DirS,LONG,1.0,62803,62813,2026.03.24 23:49,2026.03.25 01:14,46432.28,46449.4837478,14.2,14.2,LF,3,True,114.691652
8,L_9_Micro_IB+VWAP_Sig+Volume,LONG,1.25,63518,63520,2026.03.25 12:59,2026.03.25 13:01,46503.41,46535.98804520001,37.0,29.6,BE,1,True,108.593484
51,GAP_FB,LONG,1.0,63659,63695,2026.03.25 15:20,2026.03.25 15:56,46515.91,46600.340566000006,81.4,81.4,BE,1,True,150.0
50,GAP_HURST,LONG,1.0,63699,63705,2026.03.25 16:00,2026.03.25 16:06,46575.91,46653.065959600004,74.2,74.2,BE,1,True,150.0
13,S_14_Efficien+Micro_Ba+Body_Siz,SHORT,1.0,63759,63768,2026.03.25 17:00,2026.03.25 17:09,46365.6,46330.454688,32.1,32.1,BE,1,True,150.0
51,GAP_FB,LONG,1.0,63771,63773,2026.03.25 17:12,2026.03.25 17:14,46431.6,46488.5044476,53.9,53.9,BE,1,True,126.454328
51,GAP_FB,LONG,1.0,63773,63776,2026.03.25 17:14,2026.03.25 17:17,46487.6,46560.837636799995,70.2,70.2,BE,1,True,150.0
0,L_1_KAMA_Dis+Micro_Wi+OR_High_,LONG,1.25,63778,63780,2026.03.25 17:19,2026.03.25 17:21,46453.1,46484.3082308,35.3,28.2,BE,1,True,104.027436
2,L_3_KAMA_Dis+Micro_Wi+PrevDay_,LONG,1.25,63778,63780,2026.03.25 17:19,2026.03.25 17:21,46453.1,46484.3082308,35.3,28.2,BE,1,True,104.027436
26,L_27_Round_50+DailyOpe+OR_Low_S,LONG,1.25,63778,63780,2026.03.25 17:19,2026.03.25 17:21,46453.1,46484.3082308,35.3,28.2,BE,1,True,104.027436
26,L_27_Round_50+DailyOpe+OR_Low_S,LONG,1.0,63782,63785,2026.03.25 17:23,2026.03.25 17:26,46449.6,46476.1744644,23.6,23.6,BE,2,True,88.581548
49,L_50___F1_1+__F1_1+__F1_1,LONG,1.0,63782,63785,2026.03.25 17:23,2026.03.25 17:26,46449.6,46476.1744644,23.6,23.6,BE,2,True,88.581548
0,L_1_KAMA_Dis+Micro_Wi+OR_High_,LONG,1.0,63783,63785,2026.03.25 17:24,2026.03.25 17:26,46392.6,46431.006692999996,35.4,35.4,BE,2,True,128.02231
2,L_3_KAMA_Dis+Micro_Wi+PrevDay_,LONG,1.0,63783,63785,2026.03.25 17:24,2026.03.25 17:26,46392.6,46431.006692999996,35.4,35.4,BE,2,True,128.02231
0,L_1_KAMA_Dis+Micro_Wi+OR_High_,LONG,1.0,63785,63787,2026.03.25 17:26,2026.03.25 17:28,46432.1,46475.291492,40.2,40.2,BE,1,True,143.97164
2,L_3_KAMA_Dis+Micro_Wi+PrevDay_,LONG,1.0,63785,63787,2026.03.25 17:26,2026.03.25 17:28,46432.1,46475.291492,40.2,40.2,BE,1,True,143.97164
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.0,63785,63787,2026.03.25 17:26,2026.03.25 17:28,46432.1,46475.291492,40.2,40.2,BE,1,True,143.97164
26,L_27_Round_50+DailyOpe+OR_Low_S,LONG,1.0,63785,63787,2026.03.25 17:26,2026.03.25 17:28,46432.1,46475.291492,40.2,40.2,BE,1,True,143.97164
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.0,63787,63791,2026.03.25 17:28,2026.03.25 17:32,46443.6,46476.9381594,30.3,30.3,BE,1,True,111.127198
26,L_27_Round_50+DailyOpe+OR_Low_S,LONG,1.0,63787,63791,2026.03.25 17:28,2026.03.25 17:32,46443.6,46476.9381594,30.3,30.3,BE,1,True,111.127198
48,L_49___F1_0+__F1_0+__F1_0,LONG,1.0,63787,63791,2026.03.25 17:28,2026.03.25 17:32,46443.6,46476.9381594,30.3,30.3,BE,1,True,111.127198
51,GAP_FB,LONG,1.0,63839,63842,2026.03.25 18:20,2026.03.25 18:23,46297.9,46391.353823800004,90.5,90.5,BE,1,True,150.0
51,GAP_FB,LONG,1.0,63843,63848,2026.03.25 18:24,2026.03.25 18:29,46401.4,46493.7125554,89.3,89.3,BE,2,True,150.0
26,L_27_Round_50+DailyOpe+OR_Low_S,LONG,1.25,63847,63849,2026.03.25 18:28,2026.03.25 18:30,46450.4,46474.288019,26.1,20.9,BE,1,True,150.0
26,L_27_Round_50+DailyOpe+OR_Low_S,LONG,1.0,63854,63857,2026.03.25 18:35,2026.03.25 18:38,46475.4,46431.685852,-46.7,-46.7,SL,0,False,43.714148
51,GAP_FB,LONG,1.0,63863,63870,2026.03.25 18:44,2026.03.25 18:51,46408.4,46468.984626800004,57.6,57.6,BE,1,True,134.632504
51,GAP_FB,LONG,1.0,63874,63876,2026.03.25 18:55,2026.03.25 18:57,46426.9,46514.4597796,84.6,84.6,BE,1,True,150.0
26,L_27_Round_50+DailyOpe+OR_Low_S,LONG,1.25,63904,63913,2026.03.25 19:25,2026.03.25 19:34,46470.9,46505.3271378,39.3,31.4,BE,1,True,150.0
14,L_15_Bar_Rang+Micro_La+RangeOsc,LONG,1.25,63905,63913,2026.03.25 19:26,2026.03.25 19:34,46467.9,46498.9849914,35.1,28.1,BE,1,True,103.616638
45,L_46_Micro_En+Micro_HL+OR_Low_S,LONG,1.25,63992,63997,2026.03.25 20:53,2026.03.25 20:58,46467.4,46494.8022592,30.5,24.4,BE,1,True,91.340864
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.25,63991,63998,2026.03.25 20:52,2026.03.25 20:59,46479.9,46507.2448182,30.4,24.3,BE,2,True,91.149394
26,L_27_Round_50+DailyOpe+OR_Low_S,LONG,1.25,63991,63998,2026.03.25 20:52,2026.03.25 20:59,46479.9,46507.2448182,30.4,24.3,BE,2,True,91.149394
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.0,64000,64002,2026.03.25 21:01,2026.03.25 21:03,46482.4,46495.7697652,10.4,10.4,BE,1,True,44.565884
26,L_27_Round_50+DailyOpe+OR_Low_S,LONG,1.0,64000,64002,2026.03.25 21:01,2026.03.25 21:03,46482.4,46495.7697652,10.4,10.4,BE,1,True,44.565884
51,GAP_FB,LONG,1.0,64109,64115,2026.03.25 22:50,2026.03.25 22:56,46449.9,46506.1563216,53.3,53.3,BE,1,True,125.014048
51,GAP_FB,LONG,1.0,64118,64120,2026.03.25 22:59,2026.03.25 23:01,46435.95,46484.051598,45.1,45.1,BE,1,True,106.89244
24,L_25_Bars_Sin+Volume_A+Session_,LONG,1.0,65104,65135,2026.03.26 16:40,2026.03.26 17:11,46196.5,46424.158744,224.7,224.7,LF,11,True,150.0
32,L_33_Slope_EM+Micro_Re+Session_,LONG,1.0,65104,65135,2026.03.26 16:40,2026.03.26 17:11,46196.5,46424.158744,224.7,224.7,LF,11,True,150.0
25,L_26_Bars_Sin+Slope_Ac+Micro_VP,LONG,1.25,65135,65137,2026.03.26 17:11,2026.03.26 17:13,46404.5,46435.945985,35.6,28.4,BE,1,True,104.81995
25,L_26_Bars_Sin+Slope_Ac+Micro_VP,LONG,1.25,65137,65141,2026.03.26 17:13,2026.03.26 17:17,46472.5,46504.5310798,36.3,29.0,BE,1,True,150.0
25,L_26_Bars_Sin+Slope_Ac+Micro_VP,LONG,2.0,65143,65147,2026.03.26 17:19,2026.03.26 17:23,46468.5,46487.535996,32.1,16.0,BE,1,True,63.45332
12,S_13_EMA_Osci+Micro_Hu+ADX_Valu,SHORT,1.0,65177,65180,2026.03.26 17:53,2026.03.26 17:56,46291.5,46258.0926054,30.4,30.4,BE,1,True,150.0
40,S_41_AT_Slope+Sqz_Val+Micro_CS,SHORT,1.0,65190,65192,2026.03.26 18:06,2026.03.26 18:08,46378.0,46352.6860222,22.3,22.3,BE,1,True,84.379926
51,GAP_FB,LONG,1.0,65230,65267,2026.03.26 18:46,2026.03.26 19:23,46238.5,46088.5,-153.0,-153.0,SL,0,False,150.0
12,S_13_EMA_Osci+Micro_Hu+ADX_Valu,SHORT,1.0,65261,65268,2026.03.26 19:17,2026.03.26 19:24,46137.2,46107.091435999995,27.1,27.1,BE,1,True,150.0
23,L_24_Bars_Sin+PrevDay_+OR_Low_S,LONG,1.0,65401,65403,2026.03.26 21:37,2026.03.26 21:39,46034.45,46044.288335599995,6.8,6.8,BE,2,True,32.794452
33,L_34_Slope_Ac+Micro_Ti+PrevDay_,LONG,1.0,65401,65403,2026.03.26 21:37,2026.03.26 21:39,46034.45,46044.288335599995,6.8,6.8,BE,2,True,32.794452
9,L_10_OBV_Macd+Micro_La+Micro_Ro,LONG,1.25,65499,65501,2026.03.26 23:15,2026.03.26 23:17,46166.68,46211.68,52.5,42.0,BE,1,True,150.0
5,L_6_Micro_Or+Session_+ADX_Valu,LONG,1.25,65500,65650,2026.03.26 23:16,2026.03.27 03:01,46162.18,46207.18,52.5,42.0,BE,1,True,150.0
32,L_33_Slope_EM+Micro_Re+Session_,LONG,1.25,65500,65650,2026.03.26 23:16,2026.03.27 03:01,46162.18,46207.18,52.5,42.0,BE,1,True,150.0
27,S_28_D2D_Dyna+Upper_Wi+VAH_Side,SHORT,1.0,66459,66461,2026.03.27 16:30,2026.03.27 16:32,45629.5,45584.5,42.0,42.0,BE,1,True,150.0
13,S_14_Efficien+Micro_Ba+Body_Siz,SHORT,1.0,66477,66479,2026.03.27 16:48,2026.03.27 16:50,45664.0,45640.7941846,20.2,20.2,BE,1,True,77.352718
47,S_48_Volume_R+Micro_Ro+Volume,SHORT,1.0,66482,66484,2026.03.27 16:53,2026.03.27 16:55,45554.0,45532.9843052,18.0,18.0,BE,1,True,140.104632
11,S_12_Micro_IB+Micro_Vo+VWAP_Z,SHORT,1.0,66489,66491,2026.03.27 17:00,2026.03.27 17:02,45526.0,45488.4720106,34.5,34.5,BE,1,True,125.093298
46,S_47_Micro_Vo+Body_Siz+OR_Low_S,SHORT,1.0,66496,66499,2026.03.27 17:07,2026.03.27 17:10,45509.5,45471.3079804,35.2,35.2,LF,4,True,63.653366
51,GAP_FB,LONG,1.0,66494,66506,2026.03.27 17:05,2026.03.27 17:17,45532.5,45596.0716854,60.6,60.6,BE,2,True,141.270412
32,L_33_Slope_EM+Micro_Re+Session_,LONG,1.0,66512,66514,2026.03.27 17:23,2026.03.27 17:25,45535.5,45558.2697834,19.8,19.8,BE,1,True,75.899278
1,L_2_Micro_Mo+Micro_Ra+AT_Regim,LONG,1.0,66511,66515,2026.03.27 17:22,2026.03.27 17:26,45543.5,45572.4884474,26.0,26.0,BE,1,True,96.628158
49,L_50___F1_1+__F1_1+__F1_1,LONG,1.0,66511,66515,2026.03.27 17:22,2026.03.27 17:26,45543.5,45572.4884474,26.0,26.0,BE,1,True,96.628158
45,L_46_Micro_En+Micro_HL+OR_Low_S,LONG,1.0,66518,66520,2026.03.27 17:29,2026.03.27 17:31,45506.5,45521.2909246,11.8,11.8,BE,1,True,49.303082
43,L_44_Micro_Re+AT_Regim+PrevDay_,LONG,1.0,66517,66521,2026.03.27 17:28,2026.03.27 17:32,45517.5,45536.4374466,15.9,15.9,BE,1,True,63.124822
14,L_15_Bar_Rang+Micro_La+RangeOsc,LONG,1.25,66549,66552,2026.03.27 18:00,2026.03.27 18:03,45595.0,45617.7694042,24.7,19.8,BE,1,True,75.898014
14,L_15_Bar_Rang+Micro_La+RangeOsc,LONG,1.25,66574,66578,2026.03.27 18:25,2026.03.27 18:29,45590.0,45631.9681718,48.7,39.0,BE,1,True,139.893906
14,L_15_Bar_Rang+Micro_La+RangeOsc,LONG,1.0,66578,66580,2026.03.27 18:29,2026.03.27 18:31,45625.0,45641.8673656,13.9,13.9,BE,2,True,56.224552
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.0,66572,66587,2026.03.27 18:23,2026.03.27 18:38,45683.5,45728.5,42.0,42.0,BE,1,True,150.0
34,L_35_AT_Slope+Micro_Au+D2D_DirS,LONG,1.25,66598,66600,2026.03.27 18:49,2026.03.27 18:51,45656.5,45667.6455652,10.2,8.1,BE,2,True,74.303768
43,L_44_Micro_Re+AT_Regim+PrevDay_,LONG,1.25,66598,66600,2026.03.27 18:49,2026.03.27 18:51,45656.5,45667.6455652,10.2,8.1,BE,2,True,74.303768
17,L_18_Micro_Vo+AT_Regim+OR_Low_S,LONG,1.0,66681,66694,2026.03.27 20:12,2026.03.27 20:25,45447.5,45405.756716,-44.7,-44.7,SL,0,False,41.743284
43,L_44_Micro_Re+AT_Regim+PrevDay_,LONG,1.0,66681,66694,2026.03.27 20:12,2026.03.27 20:25,45447.5,45405.756716,-44.7,-44.7,SL,0,False,41.743284
51,GAP_FB,LONG,1.0,66842,66843,2026.03.27 22:53,2026.03.27 22:54,45124.7,45123.2,-4.5,-4.5,FC,0,False,150.0
51,GAP_FB,LONG,1.0,66845,66846,2026.03.27 22:56,2026.03.27 22:57,45147.7,45156.7,6.0,6.0,FC,0,False,72.65431
8,L_9_Micro_IB+VWAP_Sig+Volume,LONG,2.0,67035,67041,2026.03.30 03:21,2026.03.30 03:27,44983.81,45013.214261199995,52.8,26.4,BE,1,True,98.014204
1,L_2_Micro_Mo+Micro_Ra+AT_Regim,LONG,1.0,67164,67166,2026.03.30 05:30,2026.03.30 05:32,44975.81,44986.5117692,7.7,7.7,BE,1,True,71.345128
43,L_44_Micro_Re+AT_Regim+PrevDay_,LONG,1.0,67164,67166,2026.03.30 05:30,2026.03.30 05:32,44975.81,44986.5117692,7.7,7.7,BE,1,True,71.345128
19,L_20_Bar_Rang+Micro_Mo+Micro_Ti,LONG,1.25,67826,67828,2026.03.30 16:32,2026.03.30 16:34,45575.6,45602.2629626,29.6,23.7,BE,1,True,150.0
51,GAP_FB,LONG,1.0,67854,67857,2026.03.30 17:00,2026.03.30 17:03,45357.1,45439.72882,79.6,79.6,BE,1,True,150.0
51,GAP_FB,LONG,1.0,67863,67867,2026.03.30 17:09,2026.03.30 17:13,45394.1,45452.8481264,55.7,55.7,BE,2,True,130.551392
51,GAP_FB,LONG,1.0,67876,67880,2026.03.30 17:22,2026.03.30 17:26,45388.6,45476.866186,85.3,85.3,BE,1,True,150.0
3,L_4_Micro_VP+Volume+ST_Flip_,LONG,1.0,67925,67927,2026.03.30 18:11,2026.03.30 18:13,45505.6,45519.4941502,10.9,10.9,BE,1,True,46.313834
50,GAP_HURST,LONG,1.0,67944,67947,2026.03.30 18:30,2026.03.30 18:33,45491.1,45546.484353,52.4,52.4,BE,2,True,61.53817
50,GAP_HURST,LONG,1.0,67947,67950,2026.03.30 18:33,2026.03.30 18:36,45554.1,45644.1306144,87.0,87.0,BE,1,True,150.0
50,GAP_HURST,LONG,1.0,67959,67965,2026.03.30 18:45,2026.03.30 18:51,45583.6,45635.5596946,49.0,49.0,BE,1,True,57.732994
12,S_13_EMA_Osci+Micro_Hu+ADX_Valu,SHORT,1.0,68148,68153,2026.03.30 21:54,2026.03.30 21:59,45248.1,45238.9268226,6.2,6.2,LF,3,True,30.577258
46,S_47_Micro_Vo+Body_Siz+OR_Low_S,SHORT,1.0,68148,68153,2026.03.30 21:54,2026.03.30 21:59,45248.1,45238.9268226,6.2,6.2,LF,3,True,30.577258
16,L_17_AT_Lookb+AT_Slope+Micro_Ro,LONG,1.25,68194,68196,2026.03.30 22:40,2026.03.30 22:42,45149.05,45165.328468600004,16.6,13.3,BE,1,True,108.523124
15,L_16_D2D_ATR+AT_Slope+Bars_Sin,LONG,2.0,68190,68197,2026.03.30 22:36,2026.03.30 22:43,45149.05,45174.3320734,44.6,22.3,BE,1,True,150.0
34,L_35_AT_Slope+Micro_Au+D2D_DirS,LONG,2.0,68190,68197,2026.03.30 22:36,2026.03.30 22:43,45149.05,45174.3320734,44.6,22.3,BE,1,True,150.0
35,L_36_AT_Slope+Momentum+AT_Regim,LONG,2.0,68190,68197,2026.03.30 22:36,2026.03.30 22:43,45149.05,45174.3320734,44.6,22.3,BE,1,True,150.0
36,L_37_AT_Slope+Micro_Ro+RangeOsc,LONG,2.0,68190,68197,2026.03.30 22:36,2026.03.30 22:43,45149.05,45174.3320734,44.6,22.3,BE,1,True,150.0
37,L_38_AT_Slope+Micro_Vo+Volume,LONG,2.0,68190,68197,2026.03.30 22:36,2026.03.30 22:43,45149.05,45174.3320734,44.6,22.3,BE,1,True,150.0
28,L_29_Slope_EM+Micro_HL+Micro_Re,LONG,1.25,68196,68200,2026.03.30 22:42,2026.03.30 22:46,45166.05,45184.2736344,19.0,15.2,BE,1,True,60.745448
29,L_30_Slope_EM+Micro_HL+Micro_Or,LONG,1.25,68196,68200,2026.03.30 22:42,2026.03.30 22:46,45166.05,45184.2736344,19.0,15.2,BE,1,True,60.745448
5,L_6_Micro_Or+Session_+ADX_Valu,LONG,1.25,68192,68212,2026.03.30 22:38,2026.03.30 22:58,45109.55,45234.009722,151.8,121.5,LF,8,True,69.14429
48,L_49___F1_0+__F1_0+__F1_0,LONG,1.25,68212,68268,2026.03.30 22:58,2026.03.31 01:09,45217.1,45246.188328799995,32.6,26.1,BE,1,True,96.961096
31,L_32_Slope_Ac+Sqz_Stat+RangeOsc,LONG,1.0,68213,68268,2026.03.30 22:59,2026.03.31 01:09,45217.6,45245.6483122,25.0,25.0,BE,1,True,93.494374
1,L_2_Micro_Mo+Micro_Ra+AT_Regim,LONG,1.0,68423,68430,2026.03.31 03:44,2026.03.31 03:51,45317.21,45434.434472,114.2,114.2,LF,7,True,150.0
51,GAP_FB,LONG,1.0,68454,68456,2026.03.31 04:15,2026.03.31 04:17,45425.21,45477.7848482,49.6,49.6,BE,1,True,116.832996
50,GAP_HURST,LONG,1.0,69051,69055,2026.03.31 14:12,2026.03.31 14:16,45666.51,45801.51,132.0,132.0,BE,1,True,150.0
1,L_2_Micro_Mo+Micro_Ra+AT_Regim,LONG,1.0,69055,69109,2026.03.31 14:16,2026.03.31 15:10,45744.51,45775.9814436,28.5,28.5,BE,1,True,150.0
51,GAP_FB,LONG,1.0,69117,69119,2026.03.31 15:18,2026.03.31 15:20,45681.51,45772.7944998,88.3,88.3,BE,1,True,150.0
51,GAP_FB,LONG,1.0,69198,69200,2026.03.31 16:39,2026.03.31 16:41,45637.7,45749.109626599995,108.4,108.4,BE,1,True,150.0
41,S_42_Slope_EM+Micro_Th+ADX_Valu,SHORT,1.0,69200,69204,2026.03.31 16:41,2026.03.31 16:45,45663.2,45637.542559999994,22.7,22.7,BE,1,True,150.0
47,S_48_Volume_R+Micro_Ro+Volume,SHORT,1.0,69200,69204,2026.03.31 16:41,2026.03.31 16:45,45663.2,45637.542559999994,22.7,22.7,BE,1,True,150.0
14,L_15_Bar_Rang+Micro_La+RangeOsc,LONG,1.0,69206,69215,2026.03.31 16:47,2026.03.31 16:56,45726.2,45807.6348188,78.4,78.4,LF,5,True,90.483132
48,L_49___F1_0+__F1_0+__F1_0,LONG,1.0,69215,69222,2026.03.31 16:56,2026.03.31 17:03,45801.2,45825.1915706,21.0,21.0,LF,3,True,79.971902
22,L_23_VWAP_Dis+D2D_Sign+VWAP_Sid,LONG,1.0,69205,69228,2026.03.31 16:46,2026.03.31 17:09,45722.7,45758.012218799995,32.3,32.3,LF,4,True,150.0
30,L_31_Slope_EM+Micro_Ra+D2D_DirS,LONG,1.0,69235,69238,2026.03.31 17:16,2026.03.31 17:19,45731.7,45756.1017522,21.4,21.4,BE,1,True,81.339174
14,L_15_Bar_Rang+Micro_La+RangeOsc,LONG,1.0,69236,69238,2026.03.31 17:17,2026.03.31 17:19,45730.2,45753.693935999996,20.5,20.5,BE,1,True,78.31312
13,S_14_Efficien+Micro_Ba+Body_Siz,SHORT,1.0,69264,69267,2026.03.31 17:45,2026.03.31 17:48,45592.2,45570.2024568,19.0,19.0,BE,1,True,146.650288
12,S_13_EMA_Osci+Micro_Hu+ADX_Valu,SHORT,1.0,69242,69279,2026.03.31 17:23,2026.03.31 18:00,45740.2,45560.6797684,176.5,176.5,LF,8,True,99.733462
41,S_42_Slope_EM+Micro_Th+ADX_Valu,SHORT,1.0,69243,69279,2026.03.31 17:24,2026.03.31 18:00,45753.2,45560.036392999995,190.2,190.2,LF,9,True,91.98267
51,GAP_FB,LONG,1.0,69279,69281,2026.03.31 18:00,2026.03.31 18:02,45557.2,45625.055530599995,64.9,64.9,BE,1,True,150.0
51,GAP_FB,LONG,1.0,69281,69285,2026.03.31 18:02,2026.03.31 18:06,45634.2,45714.363176399995,77.2,77.2,BE,1,True,150.0
22,L_23_VWAP_Dis+D2D_Sign+VWAP_Sid,LONG,2.0,69283,69300,2026.03.31 18:04,2026.03.31 18:21,45641.7,45757.099022999995,224.8,112.4,LF,8,True,150.0
51,GAP_FB,LONG,1.0,69307,69318,2026.03.31 18:28,2026.03.31 18:39,45714.2,45783.062326399995,65.9,65.9,BE,1,True,150.0
50,GAP_HURST,LONG,1.0,69384,69390,2026.03.31 19:45,2026.03.31 19:51,46078.2,46213.2,132.0,132.0,BE,1,True,150.0
